"Feature_Pair","Accuracy_Class_1","Accuracy_Class_2","Accuracy_Class_3","AUC_Class_1","AUC_Class_2","AUC_Class_3","Sensitivity_class_1","Sensitivity_class_2","Sensitivity_class_3","Specificity_class_1","Specificity_class_2","Specificity_class_3","LR_positive_class_1","LR_positive_class_2","LR_positive_class_3","LR_negative_class_1","LR_negative_class_2","LR_negative_class_3","F1score_class_1","F1score_class_2","F1score_class_3","Classification_error","Pairwise_classification_accuracy","Rank_score","Alpha_1","Alpha_2","Beta_1","Beta_2","Beta_3","Beta_4","Beta_5","Beta_6","Beta_7","Beta_8","Beta_9","Beta_10","Beta_11"
"qNet-dvdtmax-vmax-vrest-APD50-APD90-max_dv-camax-carest-CaTD50-CaTD90",0.75,0.5625,0.875,0.818181818181818,0.746031746031746,0.947916666666667,0.6,0.571428571428571,0.75,0.909090909090909,0.571428571428571,0.833333333333333,4.39996260036642,1.71428357143804,5.99997000012208,0.48888951357826,0.600000560000723,0.272728066112584,0.6,0.615384615384615,0.75,0.218689467046435,0.924170616113744,0.733333333333333,-36.521796905336,-3.1359151579893,9.94452405859253,48.9972902132917,-0.827783979583076,116.241540730931,159.14853645756,206.736596525473,-145.000940476814,-97.663898744488,-8.83961689297417,-106.145854046583,113.60842365698
