Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Beta_7
qNet-dvdtmax-vmax-APD90-camax-CaTD50-CaTD90,0.75,0.5,0.8125,0.890909091,0.746031746,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.428570571,3.999988,0.440000616,0.750000437,0.30000084,0.666666667,0.545454545,0.666666667,0.217114942,0.943127962,0.7,-31.24637617,22.59633311,-87.67051848,44.32414149,-1.281624195,45.96735079,-23.55193488,-64.18950711,50.67763501
qNet-dvdtmax-vmax-max_dv-camax-carest-CaTD90,0.75,0.5,0.75,0.836363636,0.777777778,0.90625,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,3.29998735,1.49999825,2.999992,0.488889514,0.761905079,0.333334222,0.6,0.5,0.6,0.251569574,0.909952607,0.7,-3.388556018,34.10420435,-54.37289586,-5.40440767,-2.113941789,1.887958873,-31.3432507,45.68514817,-13.12306459
qNet-dvdtmax-vmax-max_dv-camax-CaTD50-CaTD90,0.8125,0.5,0.75,0.836363636,0.80952381,0.90625,0.6,0.428571429,0.75,0.818181818,0.6,0.75,4.3999813,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.6,0.6,0.231450351,0.914691943,0.7,-28.78974614,35.64038536,-103.7610264,14.60748716,-7.914439306,22.1575874,-31.60391067,-21.44843913,-18.9881038
qNet-dvdtmax-vmax-camax-carest-CaTD50-CaTD90,0.75,0.4375,0.75,0.927272727,0.746031746,0.875,0.8,0,1,0.727272727,0.833333333,0.666666667,2.933326244,0.999996974,2.999994,0.275000997,1,1.50E-06,0.666666667,0,0.666666667,0.338458898,0.933649289,0.7,-17.06589068,12.58987452,-127.823235,-3.299299933,20.72127984,-65.56874742,22.08416308,-58.6321076,61.9724755
qNet-dvdtmax-APD50-max_dv-camax-carest-CaTD50,0.8125,0.5,0.75,0.836363636,0.825396825,0.90625,0.6,0.428571429,0.75,0.818181818,0.666666667,0.666666667,4.3999813,2.142853714,2.999992,0.440000616,0.666667056,0.333334222,0.666666667,0.545454545,0.6,0.259534451,0.90521327,0.7,-12.15412879,28.57561686,-67.47888276,-7.108761813,-60.61584441,27.71008821,14.87025301,-0.662925793,7.03277589
qNet-dvdtmax-APD90-max_dv-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.890909091,0.746031746,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.333332556,3.999988,0.440000616,0.80000028,0.30000084,0.666666667,0.5,0.666666667,0.230936018,0.933649289,0.7,-27.19368921,72.90487535,-148.536327,39.87413753,-39.08375912,26.73632861,56.38707673,-52.30416559,86.70910869
qNet-dvdtmax-APD90-camax-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.854545455,0.761904762,0.90625,0.6,0.571428571,0.75,0.818181818,0.5,0.75,4.3999813,1.428570571,3.999988,0.440000616,0.71428619,0.30000084,0.666666667,0.571428571,0.666666667,0.21213201,0.928909953,0.7,-50.44786059,33.15993131,-141.2883371,28.58981673,62.41281293,-71.33053344,37.5657272,-91.13002156,65.73296141
qNet-dvdtmax-max_dv-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.872727273,0.73015873,0.927083333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,3.29998735,1.428570571,4.499979,0.488889514,0.80000028,0.30000084,0.6,0.5,0.666666667,0.244223253,0.933649289,0.7,-47.24925928,-5.832055763,-68.03955615,7.198755815,26.98481549,-66.03639301,109.4702717,-125.2511333,181.9788731
qNet-vmax-APD90-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.836363636,0.714285714,0.927083333,0.6,0.428571429,0.75,0.727272727,0.571428571,0.833333333,2.933326244,1.49999825,4.499979,0.488889514,0.80000028,0.30000084,0.6,0.5,0.666666667,0.256748578,0.924170616,0.7,-47.1224264,-6.767805623,-66.18271863,4.687706521,68.06162228,-106.5978883,114.0386579,-123.9477637,140.5895015
qNet-APD90-max_dv-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.836363636,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,3.29998735,1.666665111,3.999988,0.488889514,0.750000437,0.30000084,0.6,0.5,0.666666667,0.232561432,0.914691943,0.7,-17.77019046,17.44464323,-57.29885484,49.42954748,-2.742282677,-72.35764243,37.96921696,-31.47513089,-13.60302978
dvdtmax-vmax-vrest-APD50-APD90-camax-CaTD50,0.75,0.5625,0.8125,0.836363636,0.761904762,0.9375,0.6,0.428571429,0.75,0.818181818,0.625,0.833333333,3.29998735,1.714282857,4.499979,0.488889514,0.761905079,0.272728066,0.6,0.5,0.727272727,0.23773255,0.91943128,0.7,-17.21224656,23.40435305,-24.99653229,8.424574027,109.898737,196.8795942,-59.01297653,-114.8095075,-45.79830806
dvdtmax-vmax-vrest-APD50-camax-CaTD50-CaTD90,0.75,0.5625,0.8125,0.836363636,0.746031746,0.9375,0.6,0.428571429,0.75,0.727272727,0.625,0.833333333,2.933326244,1.666665111,4.499979,0.488889514,0.761905079,0.272728066,0.6,0.5,0.727272727,0.236689734,0.928909953,0.7,-44.58361799,-7.815739206,-35.78301916,34.16407583,92.57881629,144.4374678,-98.00950468,-102.6193696,104.7988747
dvdtmax-vmax-APD50-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.890909091,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.142856857,3.999988,0.488889514,0.857143143,0.30000084,0.6,0.461538462,0.666666667,0.257110972,0.938388626,0.7,-44.88507876,-30.40008805,-28.38632499,32.26953079,-9.025099677,17.82658538,99.43071459,-111.1793038,271.3195226
dvdtmax-vrest-APD90-max_dv-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.8,0.746031746,0.895833333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.523808127,3.999988,0.440000616,0.685714789,1.33E-06,0.666666667,0.571428571,0.727272727,0.271953107,0.886255924,0.7,-33.62020244,-5.074808568,39.45097755,88.03395219,301.1051874,-170.989166,-11.13032146,-68.23368027,159.1811592
