Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6
qNet-APD50-max_dv-camax-carest-CaTD90,0.8125,0.5,0.75,0.872727273,0.761904762,0.916666667,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.49999825,2.999994,0.440000616,0.80000028,0.272728066,0.666666667,0.5,0.666666667,0.245044999,0.928909953,0.733333333,-8.01589339,32.69630313,-71.62097311,-148.4242741,38.24716884,81.82492953,25.26617052,106.2217464
qNet-APD50-max_dv-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.909090909,0.571428571,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.60000056,0.30000084,0.666666667,0.615384615,0.666666667,0.192399443,0.928909953,0.733333333,-33.10080688,8.668438465,-75.39442823,-87.24146878,43.64700683,73.40621516,-76.74422298,160.4634527
dvdtmax-vrest-APD50-APD90-camax-CaTD50,0.75,0.5625,0.875,0.854545455,0.761904762,0.9375,0.6,0.428571429,0.75,0.818181818,0.625,0.833333333,3.29998735,1.714282857,5.99997,0.488889514,0.750000437,0.272728066,0.6,0.5,0.75,0.224209894,0.933649289,0.733333333,-10.35638805,30.40959594,-11.94684136,114.3349671,200.9153024,-75.23599857,-103.1860662,-37.55951776
dvdtmax-vrest-APD90-camax-carest-CaTD50,0.8125,0.5,0.75,0.872727273,0.777777778,0.895833333,0.6,0.428571429,1,0.818181818,0.666666667,0.666666667,4.3999813,1.9999965,2.999994,0.440000616,0.685714663,1.50E-06,0.666666667,0.545454545,0.666666667,0.28299124,0.900473934,0.733333333,5.260253479,36.25262622,-21.85992154,93.940989,-10.44385486,63.72478316,-71.17756803,54.56142161
dvdtmax-APD50-APD90-camax-carest-CaTD90,0.75,0.4375,0.75,0.890909091,0.682539683,0.875,0.6,0.285714286,1,0.818181818,0.666666667,0.666666667,3.29998735,1.285713,2.999994,0.488889514,0.918367452,1.50E-06,0.6,0.363636364,0.666666667,0.280969514,0.919312796,0.733333333,-2.233454395,10.55483875,-15.33815397,-142.2766245,-63.68856086,201.6618228,108.4813936,317.4076933
vmax-vrest-APD50-APD90-camax-CaTD50,0.75,0.5625,0.875,0.872727273,0.777777778,0.9375,0.6,0.428571429,0.75,0.818181818,0.666666667,0.833333333,3.29998735,1.785712321,5.99997,0.488889514,0.666667056,0.272728066,0.6,0.545454545,0.75,0.198790289,0.947867299,0.733333333,-6.48206269,33.56713441,-4.165882727,113.7824258,198.8519615,-78.11371051,-97.51377881,-34.2337481
vmax-vrest-APD50-APD90-carest-CaTD50,0.8125,0.5,0.8125,0.890909091,0.746031746,0.916666667,0.6,0.428571429,0.75,0.909090909,0.6,0.75,6.599938401,1.49999825,3.999988,0.440000616,0.80000028,0.272728066,0.666666667,0.5,0.666666667,0.231028149,0.933649289,0.733333333,-3.645218496,35.92123157,-1.89929769,117.5005901,138.1268169,-72.85400557,-76.17717754,6.786200807
vmax-vrest-max_dv-carest-CaTD50-CaTD90,0.75,0.5625,0.875,0.890909091,0.825396825,0.9375,0.6,0.571428571,0.75,0.818181818,0.625,0.833333333,3.29998735,1.714282857,5.99997,0.488889514,0.642857679,0.25000075,0.6,0.615384615,0.75,0.220547282,0.952606635,0.733333333,-5.547767226,24.10174392,-5.373234271,68.56505419,-33.20082606,194.5658672,-85.2347211,307.4788631
vrest-APD50-APD90-camax-carest-CaTD50,0.8125,0.5625,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.818181818,0.6,0.833333333,4.3999813,1.783926621,5.99997,0.440000616,0.60000056,0.272728066,0.666666667,0.615384615,0.75,0.188672246,0.943127962,0.733333333,-17.38160869,23.16940553,119.2169179,206.3650397,-69.78046773,-85.25286577,-42.94366879,-42.50466346
qNet-dvdtmax-vmax-vrest-APD90-max_dv,0.75,0.5,0.75,0.818181818,0.777777778,0.916666667,0.6,0.571428571,0.75,0.818181818,0.5,0.75,3.29998735,1.428570571,2.999992,0.488889514,0.685714789,0.333334222,0.6,0.571428571,0.6,0.247282216,0.909952607,0.7,-3.327979082,38.36730855,-54.33955587,10.15364062,-7.805785566,27.26137142,18.00411644,-10.8516499
qNet-dvdtmax-vmax-vrest-camax-carest,0.8125,0.5,0.75,0.818181818,0.777777778,0.864583333,0.6,0.571428571,0.75,0.909090909,0.5,0.666666667,6.599938401,1.428570571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.615384615,0.6,0.277139544,0.90521327,0.7,-36.21324903,91.57720558,-169.5846829,-22.64123649,21.46289659,37.14409049,16.67370117,-23.67797647
qNet-dvdtmax-vmax-APD50-max_dv-camax,0.8125,0.5625,0.75,0.836363636,0.841269841,0.90625,0.6,0.428571429,0.75,0.818181818,0.666666667,0.666666667,4.3999813,2.142853714,2.999992,0.440000616,0.571429,0.300834175,0.666666667,0.6,0.615,0.251584922,0.90521327,0.7,-14.97669099,27.53108233,-72.19096694,-5.451383322,-1.530348141,-55.19009786,29.05834249,6.589149541
qNet-dvdtmax-vmax-APD50-max_dv-carest,0.8125,0.5625,0.75,0.836363636,0.841269841,0.916666667,0.6,0.428571429,0.75,0.818181818,0.714285714,0.666666667,4.3999813,2.49999475,2.999994,0.440000616,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.248243641,0.909952607,0.7,-13.17651116,27.03475734,-69.00908341,-4.033845522,-4.496011223,-53.02688661,27.4313914,9.77442814
qNet-dvdtmax-vmax-APD50-max_dv-CaTD50,0.8125,0.5625,0.75,0.836363636,0.841269841,0.916666667,0.6,0.571428571,0.75,0.818181818,0.666666667,0.75,4.3999813,2.142854286,2.999992,0.440000616,0.571429,0.333334222,0.666666667,0.6,0.6,0.247503799,0.909952607,0.7,-15.69483857,24.35776404,-66.94562144,-6.186124413,0.707429928,-44.82120706,27.65109849,-4.549078874
qNet-dvdtmax-vmax-APD50-camax-carest,0.75,0.5,0.75,0.818181818,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.333332556,2.999992,0.488889514,0.761905079,0.333334222,0.6,0.5,0.6,0.251850731,0.909952607,0.7,0.442339506,39.24173887,-59.60315654,-1.126838538,-8.412085664,-13.24263566,-29.14457128,64.06094811
qNet-dvdtmax-vmax-APD50-carest-CaTD90,0.75,0.5,0.8125,0.854545455,0.714285714,0.927083333,0.6,0.428571429,0.75,0.818181818,0.5,0.833333333,3.29998735,1.333332556,4.499979,0.488889514,0.80000028,0.30000084,0.6,0.5,0.666666667,0.24541069,0.928909953,0.7,12.10946185,52.615114,-63.45656367,-2.882797113,-13.97836619,-79.41555891,134.1075575,82.2492356
qNet-dvdtmax-vmax-APD90-max_dv-carest,0.75,0.5,0.8125,0.854545455,0.73015873,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.333332556,3.999988,0.488889514,0.80000028,0.30000084,0.6,0.5,0.666666667,0.237533382,0.914691943,0.7,-5.350072545,32.14062954,-53.26449822,8.922449729,-1.412501155,5.309835914,-6.346500104,16.27859878
qNet-dvdtmax-vmax-APD90-max_dv-CaTD50,0.75,0.5,0.8125,0.854545455,0.746031746,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.333332556,3.999988,0.488889514,0.761905079,0.30000084,0.6,0.545454545,0.666666667,0.237797869,0.91943128,0.7,-10.58664975,27.4680296,-57.50343565,17.94732569,-3.397657187,21.39222876,-10.17570443,-8.693376509
qNet-dvdtmax-vmax-APD90-camax-CaTD50,0.8125,0.5,0.75,0.836363636,0.777777778,0.90625,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,4.3999813,1.666665111,2.999992,0.440000616,0.685714663,0.333334222,0.666666667,0.545454545,0.6,0.239923464,0.914691943,0.7,-37.18170666,20.50475947,-91.54378985,1.161772106,11.37304592,66.18087933,-58.12295386,-51.23163812
qNet-dvdtmax-vmax-APD90-CaTD50-CaTD90,0.75,0.5,0.8125,0.872727273,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.333332556,3.999988,0.488889514,0.761905079,0.30000084,0.6,0.545454545,0.666666667,0.234627273,0.933649289,0.7,-28.54654055,10.77394038,-60.46767736,23.81493188,4.117427297,24.91241755,-55.2079956,70.27809904
qNet-dvdtmax-vmax-max_dv-camax-carest,0.75,0.5,0.8125,0.836363636,0.714285714,0.916666667,0.6,0.428571429,0.75,0.727272727,0.5,0.75,2.933326244,1.285713,3.999988,0.488889514,0.857143143,0.30000084,0.6,0.461538462,0.666666667,0.26378501,0.914691943,0.7,3.784184452,40.95632811,-52.16785703,-2.614919088,-5.090204751,-5.402846841,-37.54344674,76.808556
qNet-dvdtmax-vmax-max_dv-carest-CaTD50,0.8125,0.5,0.75,0.854545455,0.73015873,0.885416667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.488889514,0.761905079,0.333334222,0.6,0.571428571,0.6,0.237106041,0.91943128,0.7,-66.45164348,71.46789137,-150.0005412,-80.14096596,112.6102006,36.64313009,-60.75968355,-14.07575768
qNet-dvdtmax-vmax-camax-carest-CaTD50,0.75,0.5,0.8125,0.818181818,0.714285714,0.916666667,0.6,0.428571429,0.75,0.727272727,0.5,0.75,2.933326244,1.285713429,3.999988,0.488889514,0.857143073,0.30000084,0.6,0.461538462,0.666666667,0.264426156,0.909952607,0.7,-1.07907392,36.74352493,-56.30354333,-2.546543205,-6.393791617,-43.04098317,69.5676127,-7.702259047
qNet-dvdtmax-vmax-camax-CaTD50-CaTD90,0.8125,0.5,0.8125,0.890909091,0.714285714,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,4.3999813,1.333332556,3.999988,0.440000616,0.80000028,0.30000084,0.666666667,0.5,0.666666667,0.242897103,0.933649289,0.7,-20.07328496,19.16072064,-63.86470666,35.49465959,-9.753567315,17.89520531,-37.79151388,60.90576745
qNet-dvdtmax-vrest-APD90-carest-CaTD50,0.8125,0.4375,0.6875,0.890909091,0.73015873,0.875,0.6,0.285714286,1,0.909090909,0.666666667,0.583333333,6.599938401,1,2.39999664,0.440000616,1,1.71E-06,0.666666667,0.363636364,0.615384615,0.328629543,0.914691943,0.7,-12.5609475,71.29924904,-181.4663237,-18.81681314,91.45680591,-56.76308815,-45.24986979,37.11410116
qNet-dvdtmax-APD50-max_dv-camax-carest,0.8125,0.5625,0.75,0.836363636,0.841269841,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.666666667,4.3999813,2.142854286,2.999994,0.440000616,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.244970206,0.909952607,0.7,-13.79624964,26.35621231,-66.89357008,-6.504320037,-51.90276536,28.31196512,3.207836284,3.482030651
qNet-dvdtmax-APD50-max_dv-carest-CaTD50,0.8125,0.5625,0.75,0.836363636,0.825396825,0.916666667,0.6,0.428571429,0.75,0.818181818,0.666666667,0.666666667,4.3999813,2.142853714,2.999994,0.440000616,0.571429,0.30000084,0.666666667,0.6,0.666666667,0.238903374,0.909952607,0.7,-13.0756829,26.77559167,-65.94943952,-6.935279073,-52.36273829,28.65897923,8.323426943,0.438925732
qNet-dvdtmax-APD50-max_dv-carest-CaTD90,0.8125,0.5,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,0.75,0.818181818,0.6,0.833333333,4.3999813,1.714284286,4.499979,0.440000616,0.653061621,0.272728066,0.666666667,0.571428571,0.727272727,0.192924465,0.933649289,0.7,0.958805667,41.78962863,-65.72214814,-12.58439742,-94.69146828,28.97151756,81.72231397,53.13036168
qNet-dvdtmax-max_dv-camax-carest-CaTD90,0.75,0.5,0.75,0.836363636,0.761904762,0.90625,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,3.29998735,1.49999825,2.999992,0.488889514,0.761905079,0.333334222,0.6,0.5,0.6,0.251565283,0.909952607,0.7,-4.052211921,33.47958906,-53.65824279,-6.758714885,2.771093333,-29.60935246,41.67285407,-13.44764396
qNet-dvdtmax-max_dv-camax-CaTD50-CaTD90,0.8125,0.5,0.75,0.836363636,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,4.3999813,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.23524163,0.91943128,0.7,-22.82325854,15.860806,-62.03493038,14.29110865,13.72471716,-7.470272407,-36.82245863,34.26984182
qNet-dvdtmax-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.854545455,0.682539683,0.916666667,0.6,0.428571429,0.75,0.727272727,0.571428571,0.75,2.933326244,1.142856762,3.999988,0.488889514,0.914285851,0.30000084,0.6,0.461538462,0.666666667,0.277010041,0.933649289,0.7,-19.90814615,20.80084862,-57.60218372,6.120797115,-57.84000436,155.496225,-93.347104,171.6728232
qNet-vmax-vrest-APD90-camax-carest,0.75,0.5,0.8125,0.872727273,0.746031746,0.90625,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,3.29998735,1.49999825,3.999988,0.488889514,0.80000028,0.30000084,0.6,0.5,0.666666667,0.223448562,0.928909953,0.7,-11.95409132,111.5751341,-147.2802532,27.30456222,65.92525982,42.03717978,-12.76481979,7.036429876
qNet-vmax-APD50-max_dv-CaTD50-CaTD90,0.8125,0.5625,0.75,0.818181818,0.841269841,0.885416667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.5999384,1.9999965,2.999992,0.440000616,0.60000056,0.333334222,0.666666667,0.615384615,0.6,0.269903258,0.90521327,0.7,-35.52292644,25.96371255,-115.4637641,-4.343889075,-49.81168787,29.94745648,-43.83897216,52.31713617
qNet-vmax-APD50-camax-carest-CaTD50,0.75,0.5,0.75,0.836363636,0.793650794,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.523808127,2.999992,0.488889514,0.685714663,0.333334222,0.6,0.545454545,0.6,0.257912309,0.90521327,0.7,-0.900464938,38.6634262,-62.03086228,-9.279020444,-20.89865206,-13.13970252,49.00651912,4.924495143
qNet-vmax-APD90-camax-carest-CaTD50,0.75,0.5,0.75,0.818181818,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,3.29998735,1.523808127,2.999992,0.488889514,0.750000437,0.333334222,0.6,0.545454545,0.6,0.25806519,0.909952607,0.7,-23.18799265,10.77602801,-55.84019917,3.376789416,48.27559445,-58.98315768,19.60562931,-39.82702506
qNet-vmax-APD90-camax-CaTD50-CaTD90,0.8125,0.5,0.75,0.836363636,0.761904762,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,4.3999813,1.428570571,2.999992,0.440000616,0.685714789,0.333334222,0.666666667,0.571428571,0.6,0.241957881,0.914691943,0.7,-27.20261293,11.1376194,-59.0497763,10.27902836,46.55764157,-37.91327703,-40.92718954,11.00935832
qNet-vmax-APD90-carest-CaTD50-CaTD90,0.75,0.5,0.75,0.836363636,0.73015873,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.333332556,2.999992,0.488889514,0.750000438,0.333334222,0.6,0.545454545,0.6,0.25216951,0.914691943,0.7,-50.11100729,-11.89452067,-54.96846853,11.63357312,21.68299269,44.55369049,-103.4782074,179.5196283
qNet-vmax-max_dv-camax-carest-CaTD90,0.75,0.5,0.8125,0.836363636,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,3.29998735,1.428570571,3.999988,0.488889514,0.750000438,0.30000084,0.6,0.545454545,0.666666667,0.236083311,0.914691943,0.7,-2.434978887,34.94539753,-55.1724824,-5.177023445,0.167236997,-29.31372444,46.90775735,-10.90067446
qNet-vmax-max_dv-carest-CaTD50-CaTD90,0.8125,0.5,0.75,0.836363636,0.746031746,0.90625,0.6,0.428571429,0.75,0.818181818,0.5,0.75,4.3999813,1.333332556,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.247046741,0.914691943,0.7,-46.54945717,-7.682834842,-56.88786627,10.14689197,12.26160741,45.40411743,-97.86405058,170.3521336
qNet-vrest-APD90-max_dv-camax-carest,0.8125,0.5,0.75,0.818181818,0.793650794,0.875,0.6,0.571428571,0.75,0.909090909,0.571428571,0.666666667,6.599938401,1.714283571,2.999992,0.440000616,0.653061621,0.333334222,0.666666667,0.571428571,0.6,0.279703034,0.909952607,0.7,-37.22449618,70.74673593,-141.5660089,59.29786966,6.798801573,2.396541496,36.5593018,-75.61726866
qNet-APD50-APD90-max_dv-camax-CaTD50,0.8125,0.5,0.75,0.836363636,0.80952381,0.90625,0.6,0.428571429,0.75,0.818181818,0.6,0.75,4.3999813,1.785712321,2.999994,0.440000616,0.666667056,0.30000084,0.666666667,0.571428571,0.666666667,0.232036223,0.914691943,0.7,-28.75744061,51.05669556,-129.3537848,-78.78682876,-2.451838161,51.55370695,4.078588986,-6.529871309
qNet-APD90-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.818181818,0.714285714,0.916666667,0.6,0.428571429,0.75,0.727272727,0.571428571,0.833333333,2.933326244,1.333332556,4.499979,0.488889514,0.80000028,0.30000084,0.6,0.5,0.666666667,0.262583012,0.914691943,0.7,-24.51478447,11.86925197,-60.29287125,52.13841719,-91.42174446,75.54032345,-63.75506217,38.13748499
dvdtmax-vmax-vrest-APD50-carest-CaTD90,0.6875,0.4375,0.75,0.854545455,0.666666667,0.90625,1,0,0.75,0.545454545,0.857142857,0.75,2.19999736,8.00E-06,2.999992,1.83E-06,1.14285698,0.333334222,0.666666667,0,0.6,0.385711284,0.914691943,0.7,21.38122435,53.78002475,8.7592271,47.82006317,-42.61207864,20.70613236,160.7626833,64.51232839
dvdtmax-vmax-APD50-APD90-carest-CaTD50,0.75,0.5,0.8125,0.890909091,0.761904762,0.916666667,0.8,0.142857143,0.75,0.636363636,0.714285714,0.75,2.749995188,1.142856,3.999988,0.275000997,0.97959186,0.30000084,0.666666667,0.222222222,0.666666667,0.266127193,0.933649289,0.7,3.008330265,17.19633288,-28.65392156,38.1352016,-2.502409435,7.852250573,7.615644391,11.65997483
dvdtmax-vmax-APD50-APD90-carest-CaTD90,0.6875,0.5,0.8125,0.872727273,0.746031746,0.916666667,0.8,0.142857143,0.75,0.636363636,0.714285714,0.75,2.1999967,1.142856,3.999988,0.314286792,0.97959186,0.30000084,0.615384615,0.222222222,0.666666667,0.289611096,0.928909953,0.7,8.409489082,23.26166282,-32.85224228,34.27975287,-24.13681688,-1.966653516,73.12735203,63.41121034
dvdtmax-vmax-APD50-APD90-CaTD50-CaTD90,0.75,0.5,0.8125,0.890909091,0.73015873,0.916666667,0.6,0.285714286,0.75,0.727272727,0.625,0.75,2.933326244,1.49999825,3.999988,0.4000006,0.857143029,0.30000084,0.666666667,0.4,0.666666667,0.246260861,0.938388626,0.7,-20.89045338,-6.811229097,-26.54078098,42.48874533,9.624424643,18.20367503,-35.18396179,66.92931523
dvdtmax-vmax-APD50-camax-carest-CaTD90,0.75,0.4375,0.75,0.890909091,0.761904762,0.916666667,0.6,0.142857143,0.75,0.727272727,0.666666667,0.666666667,2.933326244,1.142856,2.999994,0.488889514,0.97959186,0.30000084,0.6,0.25,0.666666667,0.277072894,0.933649289,0.7,1.545668138,15.35897242,-30.88477802,30.34392958,-73.72106702,62.94579477,64.76853743,132.6978282
dvdtmax-vmax-APD90-camax-carest-CaTD50,0.6875,0.5,0.8125,0.872727273,0.73015873,0.916666667,0.8,0.142857143,0.75,0.636363636,0.75,0.75,2.19999736,1.142856,3.999988,0.275000997,0.97959186,0.30000084,0.666666667,0.222222222,0.666666667,0.299056941,0.924170616,0.7,3.205594413,17.19054841,-34.19374538,41.96972567,23.93337305,-39.07152154,37.52853575,-2.633441243
dvdtmax-vmax-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.890909091,0.746031746,0.916666667,0.6,0.428571429,0.75,0.727272727,0.5,0.833333333,2.933326244,1.142856762,4.499979,0.488889514,0.914285851,0.30000084,0.6,0.461538462,0.666666667,0.262457142,0.938388626,0.7,-45.39129242,-30.75990843,-28.71850711,37.08728168,8.809479294,99.26373112,-114.4911043,265.3348622
dvdtmax-vrest-APD90-max_dv-CaTD50-CaTD90,0.8125,0.5,0.8125,0.818181818,0.746031746,0.895833333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.49999825,3.999988,0.440000616,0.750000438,1.33E-06,0.666666667,0.571428571,0.727272727,0.26846251,0.890995261,0.7,-29.26289448,-0.23150162,32.51264985,87.15301638,281.200439,-163.3379012,-60.79355232,154.4979447
vmax-APD50-camax-carest-CaTD50-CaTD90,0.75,0.5,0.8125,0.890909091,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.5,0.833333333,3.29998735,1.285713429,4.499979,0.488889514,0.857143071,0.30000084,0.6,0.461538462,0.666666667,0.255349934,0.933649289,0.7,-40.00369825,-28.24823943,22.73171722,2.130659068,6.798920014,95.68692381,-116.1170135,259.9543352
