Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6
dvdtmax-vmax-vrest-APD50-max_dv-CaTD50,0.8125,0.5,0.8125,0.945454545,0.857142857,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,5.142832286,3.999988,1.57E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.2105888,0.957345972,0.866666667,22.56361998,82.06112615,-105.1753051,83.81902087,130.4998959,-53.50884042,50.95750168,81.0493612
dvdtmax-vrest-APD50-camax-CaTD50-CaTD90,0.8125,0.5625,0.875,0.927272727,0.857142857,0.947916667,0.6,0.571428571,1,0.818181818,0.714285714,0.833333333,5.49997525,2.571423857,5.99997,0.4000006,0.514286297,1.20E-06,0.727272727,0.666666667,0.8,0.128754223,0.966824645,0.866666667,-24.5399417,6.486853484,3.203537475,95.23372629,87.19171387,-45.22450585,-63.03012562,99.1009296
vmax-vrest-APD90-camax-CaTD50-CaTD90,0.8125,0.5,0.8125,0.945454545,0.80952381,0.916666667,1,0.142857143,1,0.727272727,1,0.75,3.666656889,142858.0395,3.999988,1.38E-06,0.857143,1.33E-06,0.769230769,0.25,0.727272727,0.27971259,0.933649289,0.866666667,-5.652913713,45.50769781,24.2448759,82.70264257,110.3077458,-26.12787082,71.22462858,-58.19125372
vrest-APD50-camax-carest-CaTD50-CaTD90,0.8125,0.5625,0.875,0.927272727,0.857142857,0.947916667,0.6,0.571428571,1,0.818181818,0.714285714,0.833333333,5.49997525,2.571423857,5.99997,0.4000006,0.514286297,1.20E-06,0.727272727,0.666666667,0.8,0.128817501,0.966824645,0.866666667,-29.38614205,1.756799001,94.05989971,82.3220868,-45.0013634,18.19634107,-75.7678327,132.1134111
qNet-dvdtmax-vmax-vrest-APD50-camax,0.875,0.4375,0.75,0.963636364,0.793650794,0.875,0.6,0.428571429,1,1,0.666666667,0.666666667,599999.7586,1.285713429,2.999994,0.4000006,0.857143071,1.50E-06,0.75,0.5,0.666666667,0.295411543,0.952606635,0.833333333,-94.49838772,103.1471553,-140.3296673,0.205552291,125.5744754,101.6239041,160.8756318,-137.0583962
qNet-dvdtmax-vmax-vrest-APD90-CaTD90,0.875,0.4375,0.75,0.963636364,0.825396825,0.916666667,0.8,0.142857143,1,0.818181818,0.833333333,0.666666667,5.49997525,2.571419143,2.999994,0.220000858,0.857143,1.50E-06,0.8,0.25,0.666666667,0.267580773,0.952606635,0.833333333,2.632594337,39.17717437,-35.31895867,-52.85690082,59.11081962,155.0704532,-16.60702266,166.5955062
qNet-vmax-vrest-APD90-max_dv-camax,0.875,0.5,0.8125,0.963636364,0.841269841,0.916666667,0.8,0.428571429,1,0.818181818,0.8,0.75,5.49997525,2.571419143,3.999988,0.220000858,0.685714663,1.33E-06,0.8,0.545454545,0.727272727,0.187772684,0.962085308,0.833333333,-41.51191179,83.85940171,-100.6351714,51.4095063,108.0741022,49.95687829,52.84450417,-84.29569829
qNet-vmax-vrest-APD90-camax-CaTD50,0.8125,0.5625,0.875,0.872727273,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.833333333,6.599938401,1.9999965,5.99997,0.440000616,0.60000056,1.20E-06,0.666666667,0.615384615,0.8,0.183039047,0.933649289,0.833333333,-13.99820392,25.69669992,-47.45340574,-1.321306886,42.78816163,41.54239339,-43.58021967,-18.36301711
qNet-vmax-vrest-APD90-camax-CaTD90,0.8125,0.5625,0.875,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.833333333,6.599938401,1.9999965,5.99997,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.75,0.189744802,0.933649289,0.833333333,-3.295605667,36.85256922,-42.54955407,-3.07959654,50.46800883,18.96840532,-21.95565398,-0.576091292
dvdtmax-vmax-vrest-APD50-camax-carest,0.8125,0.4375,0.75,0.927272727,0.777777778,0.916666667,0.6,0.428571429,1,0.909090909,0.666666667,0.666666667,6.599938401,1.49999825,2.999994,0.440000616,0.80000028,1.50E-06,0.666666667,0.5,0.666666667,0.225861044,0.962085308,0.833333333,-34.74355189,53.61485109,-73.05889984,79.45120677,212.5617111,183.2642879,-79.87536547,-105.1593412
dvdtmax-vmax-vrest-APD90-CaTD50-CaTD90,0.875,0.5,0.8125,0.963636364,0.857142857,0.916666667,0.8,0.285714286,1,0.818181818,0.8,0.75,5.49997525,2.857133571,3.999988,0.220000858,0.714286,1.33E-06,0.8,0.444444444,0.727272727,0.1861704,0.966824645,0.833333333,-14.43677381,56.50557926,-53.49102524,69.03137182,173.0204665,68.86828435,-10.67638882,153.3120521
dvdtmax-vmax-vrest-max_dv-camax-carest,0.8125,0.5625,0.875,0.909090909,0.841269841,0.958333333,0.8,0.428571429,1,0.727272727,0.8,0.833333333,3.666656889,2.999986,5.99997,0.244445368,0.666667056,1.20E-06,0.727272727,0.545454545,0.8,0.164555373,0.952606635,0.833333333,-6.315029076,16.13364537,-37.1716509,45.08338091,50.22905847,32.64036849,-4.511027698,-54.38058998
dvdtmax-vrest-APD50-camax-carest-CaTD50,0.8125,0.5625,0.875,0.927272727,0.857142857,0.947916667,0.8,0.571428571,1,0.818181818,0.8,0.833333333,4.3999813,2.999993,5.99997,0.244445368,0.514286297,1.20E-06,0.727272727,0.666666667,0.8,0.136256464,0.962085308,0.833333333,-15.99190694,16.60775755,4.812722915,99.24606093,130.1787734,-94.88180005,-19.14303701,-42.64620194
dvdtmax-vrest-APD50-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.927272727,0.825396825,0.947916667,0.6,0.428571429,1,0.818181818,0.666666667,0.75,5.49997525,2.142853714,3.999988,0.440000616,0.666667056,1.33E-06,0.666666667,0.545454545,0.727272727,0.175414782,0.962085308,0.833333333,-27.32970367,2.426698148,-0.596130678,91.27548193,46.43010491,7.981863604,-65.00926582,158.1524317
dvdtmax-vrest-APD90-carest-CaTD50-CaTD90,0.8125,0.5625,0.875,0.945454545,0.873015873,0.9375,0.8,0.428571429,1,0.818181818,0.8,0.833333333,4.3999813,3.428556857,5.99997,0.244445368,0.571429,1.20E-06,0.727272727,0.6,0.8,0.134131795,0.966824645,0.833333333,-2.829400179,25.16147025,-21.41285846,67.26670594,-32.73505779,132.8267224,-44.13549424,204.8170401
dvdtmax-vrest-camax-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.666666667,0.75,5.49997525,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.220232407,0.947867299,0.833333333,-27.87627698,0.872735648,-8.762411074,87.26249663,45.83118299,19.85925328,-59.89398277,210.9026512
vmax-vrest-APD50-APD90-camax-CaTD90,0.8125,0.5,0.8125,0.909090909,0.761904762,0.927083333,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.666665111,3.999988,0.440000616,0.761905079,1.33E-06,0.666666667,0.5,0.727272727,0.221554854,0.952606635,0.833333333,3.986894072,43.76767743,-11.09226491,113.8826874,117.1141235,-98.48916657,12.1121815,74.22742845
vmax-vrest-APD50-APD90-carest-CaTD90,0.8125,0.5,0.8125,0.909090909,0.761904762,0.927083333,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.52321288,3.999988,0.440000616,0.761905079,1.33E-06,0.666666667,0.5,0.727272727,0.232604136,0.943127962,0.833333333,-5.27112947,34.06589231,-3.505559981,116.5109227,134.6254282,-75.09638629,-60.50633919,21.54306062
vmax-vrest-APD50-APD90-CaTD50-CaTD90,0.8125,0.5,0.8125,0.909090909,0.777777778,0.9375,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.216485105,0.952606635,0.833333333,-32.24043489,6.293492305,-1.201532069,111.3942888,133.9069138,-74.69203393,-77.5552622,179.2141493
vmax-vrest-APD50-camax-carest-CaTD50,0.75,0.5625,0.875,0.9,0.793650794,0.9375,1,0.285714286,0.75,0.636363636,0.857142857,0.833333333,2.749995188,3.428556857,5.99997,1.57E-06,0.816326741,0.272728066,0.714285714,0.4,0.75,0.230088834,0.952606635,0.833333333,2.006259042,47.75648137,30.62910533,90.99070017,180.3171763,-197.5666239,101.7020726,-61.7977744
vmax-vrest-APD50-carest-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.873015873,0.947916667,0.8,0.571428571,1,0.818181818,0.8,0.833333333,5.49997525,2.999993,4.499979,0.244445368,0.571429,1.33E-06,0.75,0.615384615,0.727272727,0.12615958,0.971563981,0.833333333,-25.43908273,5.987987115,21.30350574,84.93257724,61.07094044,-20.73960428,-65.42299805,138.0331349
vmax-vrest-camax-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.945454545,0.825396825,0.927083333,0.8,0.428571429,1,0.818181818,0.8,0.75,5.49997525,2.285709143,3.999988,0.244445368,0.685714663,1.33E-06,0.727272727,0.545454545,0.727272727,0.187305568,0.957345972,0.833333333,-23.5759724,5.955263297,20.14375854,80.12755321,63.84007919,-11.05276064,-56.39493265,203.0667941
vmax-APD50-APD90-carest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.936363636,0.833333333,0.895833333,1,0.142857143,1,0.727272727,1,0.666666667,3.666656889,142857.9285,2.999994,1.38E-06,0.857143,1.50E-06,0.769230769,0.25,0.666666667,0.283106175,0.947867299,0.833333333,-6.058577081,52.28572714,67.34802556,-36.43802122,115.2374577,81.44478583,32.70389249,17.50524531
vrest-APD50-APD90-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.981818182,0.841269841,0.916666667,0.8,0.285714286,1,0.909090909,0.8,0.666666667,8.799914201,1.714281429,2.999994,0.220000858,0.857143029,1.50E-06,0.8,0.4,0.666666667,0.235436557,0.957345972,0.833333333,-20.73209315,39.60359063,210.434086,-83.56061641,-5.076247038,96.87963545,-2.873792707,152.2593891
vrest-APD50-APD90-camax-carest-CaTD90,0.8125,0.5,0.8125,0.909090909,0.761904762,0.927083333,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.49999825,3.999988,0.440000616,0.80000028,1.33E-06,0.666666667,0.5,0.727272727,0.238331621,0.943127962,0.833333333,-5.349096498,33.32669143,112.5723786,118.5922861,-68.16224634,11.90000544,-61.84591759,32.9946931
vrest-APD50-APD90-camax-CaTD50-CaTD90,0.8125,0.5,0.8125,0.909090909,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.192728327,0.952606635,0.833333333,-34.88024309,3.246955222,111.2944043,145.4376929,-69.37040518,-17.00918309,-86.17879172,172.1654126
vrest-APD50-APD90-carest-CaTD50-CaTD90,0.8125,0.5,0.8125,0.909090909,0.761904762,0.9375,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.714282857,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.217681783,0.952606635,0.833333333,-24.90693788,13.03253939,109.6609947,130.3257139,-70.18601478,-19.15637028,-56.33468699,132.6260017
qNet-dvdtmax-vmax-vrest-APD50-APD90,0.8125,0.5625,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.500000875,1.33E-06,0.666666667,0.666666667,0.727272727,0.231075113,0.91943128,0.8,-14.17993589,24.81012893,-73.55912335,-7.149159379,4.053405832,0.580745227,-129.4693877,110.3155582
qNet-dvdtmax-vmax-vrest-APD50-carest,0.8125,0.5,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.207177287,0.933649289,0.8,-7.496098936,32.72286159,-34.29132512,7.354649579,-3.136101692,67.80649567,32.02246384,-47.17185019
qNet-dvdtmax-vmax-vrest-APD50-CaTD50,0.8125,0.4375,0.75,0.909090909,0.738095238,0.875,0.6,0.428571429,1,0.909090909,0.666666667,0.666666667,6.599938401,1.285713429,2.999994,0.440000616,0.857143071,1.50E-06,0.666666667,0.5,0.666666667,0.264145882,0.947867299,0.8,-25.14949096,135.605517,-156.9432187,-51.53091888,71.94404875,122.9249377,18.83941152,65.5821611
qNet-dvdtmax-vmax-vrest-APD50-CaTD90,0.8125,0.5,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.201553261,0.943127962,0.8,-2.37928505,37.44096662,-37.94200152,5.16460214,-7.165639879,58.12781378,4.174131462,28.29392965
qNet-dvdtmax-vmax-vrest-APD90-carest,0.8125,0.5,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.203350623,0.928909953,0.8,-8.558852736,31.19615348,-41.40824838,4.835300696,-1.257914473,54.74441995,22.43275912,-38.25017369
qNet-dvdtmax-vmax-vrest-APD90-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.50E-06,0.666666667,0.615384615,0.727272727,0.214558009,0.91943128,0.8,3.009570618,43.24176293,-35.53182945,-13.37142749,-2.260930242,57.96345185,-2.6685576,19.61725824
qNet-dvdtmax-vmax-vrest-max_dv-carest,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.50E-06,0.666666667,0.615384615,0.727272727,0.210748628,0.924170616,0.8,-9.452424732,31.61546258,-45.83290763,-0.176522908,-2.105645371,51.21960751,12.41985086,-33.62124464
qNet-dvdtmax-vmax-vrest-max_dv-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.785712321,3.999988,0.440000616,0.60000056,1.34E-06,0.666666667,0.615384615,0.727272727,0.218683823,0.91943128,0.8,3.179694633,43.44635014,-35.42048884,-13.10752297,-2.744193571,58.77285633,-2.406808777,20.06952377
qNet-dvdtmax-vmax-APD50-APD90-camax,0.8125,0.5625,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.500000583,1.33E-06,0.666666667,0.666666667,0.727272727,0.229811635,0.91943128,0.8,-14.19933478,24.59757739,-73.44479724,-7.504487901,4.534945751,-131.0235233,111.7795845,0.192159457
qNet-dvdtmax-vmax-APD50-APD90-carest,0.8125,0.5625,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.514286297,1.33E-06,0.666666667,0.666666667,0.727272727,0.228691738,0.91943128,0.8,-14.22264043,24.44474484,-73.10140759,-7.797829011,4.902434679,-131.0437601,112.0326471,-0.074038855
qNet-dvdtmax-vmax-APD50-APD90-CaTD90,0.8125,0.5625,0.8125,0.836363636,0.841269841,0.927083333,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.514286297,1.33E-06,0.666666667,0.666666667,0.727272727,0.228600483,0.91943128,0.8,-14.23397934,24.48216708,-73.18614687,-7.844220926,4.950995218,-131.3510896,112.2467125,0.092645102
qNet-dvdtmax-vrest-APD50-APD90-carest,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.205796832,0.924170616,0.8,-10.70347813,28.52359661,-61.78593115,1.923718104,21.42200787,-79.31695016,75.09944735,-13.41937931
qNet-dvdtmax-vrest-APD50-APD90-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.212209456,0.924170616,0.8,-8.554174402,29.47805906,-63.54350461,-1.600374165,13.07367576,-91.83620855,77.47029627,3.014852421
qNet-dvdtmax-vrest-APD50-APD90-CaTD90,0.8125,0.4375,0.75,0.909090909,0.793650794,0.916666667,0.6,0.285714286,1,0.818181818,0.75,0.666666667,4.3999813,1.999993,2.999994,0.4000006,0.833333528,1.50E-06,0.666666667,0.4,0.666666667,0.229110412,0.957345972,0.8,-4.066581958,91.49788989,-76.68473005,15.50848236,185.8693162,1.587332363,71.90665006,92.07706019
qNet-dvdtmax-vrest-APD50-camax-CaTD90,0.8125,0.5,0.75,0.854545455,0.777777778,0.927083333,0.6,0.428571429,1,0.909090909,0.666666667,0.666666667,6.599938401,1.714283571,2.999994,0.440000616,0.685714663,1.50E-06,0.666666667,0.545454545,0.666666667,0.270006125,0.91943128,0.8,-10.14872816,28.58624914,-32.59968741,-17.03089238,59.31401496,-26.8013136,40.44051148,80.97438129
qNet-dvdtmax-vrest-APD50-carest-CaTD50,0.8125,0.5,0.8125,0.854545455,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.214150763,0.928909953,0.8,-8.664487123,31.33523792,-31.72741117,-0.280118795,69.34096455,32.76205888,-48.10944981,1.440990945
qNet-dvdtmax-vrest-APD90-camax-carest,0.8125,0.5,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.205834692,0.928909953,0.8,-9.38080791,30.22341562,-40.43474203,-0.122688707,54.78682915,23.39676322,-3.925912632,-34.04428108
qNet-dvdtmax-vrest-APD90-carest-CaTD90,0.8125,0.5,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.20968019,0.928909953,0.8,-9.420046828,30.03597593,-39.53065238,-0.153765527,55.59585999,20.98838071,-34.49166765,4.657440955
qNet-dvdtmax-vrest-max_dv-carest-CaTD90,0.8125,0.5,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.218415918,0.924170616,0.8,-7.110813301,32.86913245,-36.15155163,-14.02038723,57.72756443,2.925997718,-1.006306969,30.73297312
qNet-dvdtmax-vrest-camax-carest-CaTD90,0.8125,0.5,0.75,0.854545455,0.777777778,0.927083333,0.6,0.428571429,1,0.909090909,0.666666667,0.666666667,6.599938401,1.714281429,2.999994,0.440000616,0.685714663,1.50E-06,0.666666667,0.545454545,0.666666667,0.257957015,0.924170616,0.8,-10.85467117,28.03729287,-31.23540963,-8.752554165,65.42985542,27.34519048,-28.15568911,48.0909802
qNet-dvdtmax-vrest-camax-CaTD50-CaTD90,0.8125,0.5,0.8125,0.872727273,0.761904762,0.927083333,0.6,0.571428571,1,0.909090909,0.6,0.75,6.599938401,1.523808127,3.999988,0.440000616,0.685714663,1.50E-06,0.666666667,0.571428571,0.727272727,0.24308212,0.928909953,0.8,-24.67979832,14.20541106,-32.47862034,-4.780221358,63.63494093,29.40945421,-41.50707456,131.158865
qNet-dvdtmax-APD50-APD90-camax-carest,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.535714866,1.33E-06,0.666666667,0.666666667,0.727272727,0.221425297,0.91943128,0.8,-13.16376604,26.06017777,-75.67263305,-0.806697818,-129.647528,108.9620494,0.56212928,1.830124813
qNet-dvdtmax-APD50-APD90-camax-CaTD90,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.50E-06,0.666666667,0.615384615,0.727272727,0.217181437,0.924170616,0.8,-11.71994283,27.04432923,-75.02448745,3.514646238,-139.391679,105.9412867,17.05867694,16.69482069
qNet-dvdtmax-APD50-APD90-carest-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.535714866,1.33E-06,0.666666667,0.666666667,0.727272727,0.220139727,0.924170616,0.8,-13.0266394,26.0537801,-75.31679923,-0.796409363,-129.1482746,108.6188978,2.556745649,0.000582005
qNet-dvdtmax-APD50-APD90-carest-CaTD90,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.535714866,1.33E-06,0.666666667,0.666666667,0.727272727,0.211481691,0.924170616,0.8,-12.08462817,26.80948905,-74.67995885,-0.488480559,-130.5866001,107.5027477,6.926206186,3.458790632
qNet-vmax-vrest-APD50-APD90-camax,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.206971551,0.924170616,0.8,-11.7817997,26.88347603,-70.12774281,0.528298306,6.044381825,-113.3570134,98.25650506,-1.546812086
qNet-vmax-vrest-APD50-APD90-carest,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.208170861,0.924170616,0.8,-10.54980484,28.18149659,-56.87842711,1.349661765,26.47886381,-64.90073761,65.56483344,-17.8097072
qNet-vmax-vrest-APD50-APD90-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.209873934,0.924170616,0.8,-12.17730369,26.73645974,-72.26182821,0.676501149,3.668250368,-120.7111362,103.2792911,0.259203634
qNet-vmax-vrest-APD50-camax-carest,0.8125,0.5,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.205625538,0.928909953,0.8,-8.170423483,31.35199239,-31.50651593,-1.230512148,68.29240553,34.24473439,-7.422255228,-39.04080667
qNet-vmax-vrest-APD50-carest-CaTD90,0.8125,0.5,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.213637096,0.928909953,0.8,-8.347317323,31.42494916,-32.72681581,-2.1595022,67.24185785,25.49322705,-34.87348727,10.92405878
qNet-vmax-vrest-APD90-carest-CaTD50,0.8125,0.5,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714284286,3.999988,0.440000616,0.60000056,1.50E-06,0.666666667,0.615384615,0.727272727,0.210934741,0.928909953,0.8,-10.42711094,29.38663609,-40.87133615,1.243854052,54.85351805,24.65280106,-41.47807272,-1.039376336
qNet-vmax-vrest-APD90-carest-CaTD90,0.8125,0.5,0.8125,0.872727273,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.209813525,0.928909953,0.8,-9.430116574,30.12191265,-39.70641282,-0.200264287,55.84221739,21.06142322,-34.69464966,4.555866097
qNet-vmax-vrest-max_dv-carest-CaTD50,0.8125,0.5,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.207264009,0.924170616,0.8,-7.610098221,33.10609516,-44.03905292,-2.99182663,52.85702431,10.42068848,-29.69732771,3.022862653
qNet-vmax-vrest-max_dv-carest-CaTD90,0.8125,0.5,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.202939729,0.943127962,0.8,-0.891448625,41.78124538,-39.47938202,-7.101874656,61.85244122,-3.125212576,16.84710782,42.42583711
qNet-vmax-vrest-camax-carest-CaTD50,0.8125,0.5,0.75,0.854545455,0.793650794,0.916666667,0.6,0.428571429,1,0.909090909,0.666666667,0.666666667,6.599938401,1.714283571,2.999994,0.440000616,0.685714663,1.50E-06,0.666666667,0.545454545,0.666666667,0.270819308,0.914691943,0.8,-4.500813796,36.24084194,-40.12472246,-7.271698227,60.38293956,23.51255103,-42.89964826,17.52182478
qNet-vmax-vrest-camax-CaTD50-CaTD90,0.8125,0.5,0.8125,0.890909091,0.761904762,0.927083333,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.49999825,3.999988,0.440000616,0.685714789,1.33E-06,0.666666667,0.545454545,0.727272727,0.237979051,0.933649289,0.8,-23.23760385,15.73214215,-33.10638768,-1.543792868,63.64402974,29.33050096,-41.15553904,129.7314362
qNet-vmax-APD50-APD90-camax-carest,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.213516628,0.924170616,0.8,-13.02502121,25.96713946,-74.76762073,1.275904291,-129.7271046,110.1870809,2.119772216,-0.87066705
qNet-vmax-APD50-APD90-camax-CaTD90,0.8125,0.5625,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.220871605,0.924170616,0.8,-12.34181984,26.39053121,-74.13126704,2.141188568,-139.4277849,107.4046515,15.46062472,15.90760405
qNet-vmax-APD50-APD90-carest-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.211173803,0.924170616,0.8,-12.88906566,25.97969134,-74.46954915,0.91623554,-128.4617414,109.447587,1.563011145,-0.307736166
