Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1
qNet,0.8125,0.4375,0.75,0.872727273,0.746031746,0.895833333,0.6,0.428571429,0.75,0.909090909,0.6,0.666666667,6.599938401,1.428570571,2.999992,0.440000616,0.80000028,0.333334222,0.666666667,0.5,0.6,0.272012246,0.914691943,0.7,-14.12651724,17.49927545,-46.01506808
