Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4
dvdtmax-APD90-camax-carest,0.8125,0.5625,0.875,0.963636364,0.904761905,0.958333333,1,0.285714286,1,0.727272727,1,0.833333333,3.666656889,285715.3275,5.99997,1.37E-06,0.714286,1.20E-06,0.769230769,0.444444444,0.8,0.205012889,0.938388626,0.9,0.869683428,5.278966106,-1.243654059,8.496422906,-23.35291202,32.52491259
dvdtmax-max_dv-camax-carest,0.75,0.5625,0.875,0.945454545,0.873015873,0.958333333,1,0.285714286,1,0.636363636,1,0.833333333,2.749995188,285714.9817,5.99997,1.57E-06,0.714286,1.20E-06,0.714285714,0.444444444,0.8,0.226144362,0.928909953,0.9,1.594557404,5.277124329,-2.677913594,4.289454778,-19.10280535,28.88684992
vmax-vrest-APD90-camax,0.875,0.5,0.8125,0.963636364,0.904761905,0.9375,1,0.428571429,1,0.818181818,1,0.75,5.49997525,428571.4695,3.999988,1.22E-06,0.571429,1.33E-06,0.833333333,0.6,0.727272727,0.169098549,0.966824645,0.9,1.075732759,21.29631761,13.76855091,49.9112627,47.52008731,-34.77436027
vmax-vrest-max_dv-CaTD90,0.875,0.5,0.8125,0.963636364,0.873015873,0.9375,1,0.285714286,1,0.818181818,1,0.75,5.49997525,285714.9808,3.999988,1.22E-06,0.714286,1.33E-06,0.833333333,0.444444444,0.727272727,0.195250086,0.957345972,0.9,1.06665525,24.81423328,12.67189884,61.76284454,13.34236681,48.13485101
vrest-APD90-camax-CaTD50,0.875,0.5,0.8125,0.963636364,0.873015873,0.9375,1,0.428571429,1,0.818181818,1,0.75,5.49997525,285715.4902,3.999988,1.22E-06,0.571429,1.33E-06,0.833333333,0.6,0.727272727,0.187615033,0.962085308,0.9,1.893650844,22.17869534,57.15678679,34.8307729,-22.41629328,9.280767119
vrest-max_dv-CaTD50-CaTD90,0.875,0.5,0.8125,0.963636364,0.857142857,0.9375,1,0.428571429,1,0.818181818,1,0.75,5.49997525,285715.3951,3.999988,1.22E-06,0.571429,1.33E-06,0.833333333,0.6,0.727272727,0.184845962,0.962085308,0.9,1.301766755,23.33240487,65.75869505,11.29158289,4.602970757,38.24437768
dvdtmax-APD50-camax-carest,0.8125,0.5,0.8125,0.963636364,0.857142857,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.1431,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.233666915,0.938388626,0.866666667,-0.032097404,5.491679345,-0.918016674,11.00937215,-26.26803049,35.00065637
dvdtmax-APD50-carest-CaTD90,0.8125,0.5,0.8125,0.945454545,0.857142857,0.9375,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.0212,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.225805121,0.943127962,0.866666667,7.576902441,14.45810038,-5.359055149,-38.81492389,88.76150174,70.42207038
dvdtmax-camax-carest-CaTD90,0.8125,0.5,0.8125,0.963636364,0.841269841,0.916666667,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.1326,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.231313714,0.943127962,0.866666667,1.526541498,7.629505342,-1.687250387,-21.35515733,48.5928173,16.43397021
vmax-vrest-max_dv-camax,0.8125,0.5,0.8125,0.963636364,0.920634921,0.958333333,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.326,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.196756874,0.957345972,0.866666667,0.193794622,9.365047042,2.450906261,24.58456855,16.36309489,-14.06523748
vmax-vrest-carest-CaTD50,0.875,0.5,0.8125,0.963636364,0.777777778,0.875,1,0.428571429,1,0.818181818,1,0.75,5.49997525,285715.1883,3.999988,1.22E-06,0.666667056,1.33E-06,0.833333333,0.545454545,0.727272727,0.211943207,0.909952607,0.866666667,0.280098426,7.144488883,-4.382255279,12.81260447,8.203272743,12.08602487
vmax-vrest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.963636364,0.793650794,0.916666667,1,0.142857143,1,0.727272727,1,0.666666667,3.666656889,142858.0753,2.999994,1.37E-06,0.857143,1.50E-06,0.769230769,0.25,0.666666667,0.262582121,0.91943128,0.866666667,-8.650288339,15.50925682,-19.87861383,132.0498209,30.01739567,90.05366541
vmax-APD90-camax-CaTD50,0.8125,0.5,0.8125,0.927272727,0.841269841,0.9375,1,0.285714286,1,0.727272727,1,0.75,3.666656889,142857.9071,3.999988,1.38E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.217076686,0.943127962,0.866666667,-3.317446321,5.593378706,24.61951867,30.32923718,-20.5898363,-8.186939089
vmax-APD90-carest-CaTD90,0.8125,0.5,0.8125,0.945454545,0.825396825,0.916666667,1,0.142857143,1,0.727272727,1,0.75,3.666656889,142857.999,3.999988,1.38E-06,0.857143,1.33E-06,0.769230769,0.25,0.727272727,0.254060536,0.938388626,0.866666667,0.68143849,10.88795175,16.22927611,-0.59058843,24.92713292,28.04513107
vmax-max_dv-camax-CaTD50,0.8125,0.5,0.8125,0.963636364,0.777777778,0.916666667,1,0.142857143,1,0.727272727,1,0.75,3.666656889,142858.0579,3.999988,1.38E-06,0.857143,1.33E-06,0.769230769,0.25,0.727272727,0.287275888,0.91943128,0.866666667,-0.729410508,4.877047453,4.392861,0.054732253,9.204118891,9.337713562
vmax-max_dv-carest-CaTD50,0.8125,0.5,0.8125,0.963636364,0.825396825,0.916666667,1,0.142857143,1,0.727272727,1,0.75,3.666656889,142858.0008,3.999988,1.38E-06,0.857143,1.33E-06,0.769230769,0.25,0.727272727,0.296228143,0.924170616,0.866666667,-1.111048087,4.322118674,8.402736051,6.5474165,0.34866728,2.376316489
vrest-max_dv-camax-CaTD50,0.8125,0.5,0.8125,0.963636364,0.841269841,0.9375,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285715.0755,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.231684185,0.938388626,0.866666667,0.131529084,10.06966334,23.66396147,10.7068047,-5.513840054,7.06872632
qNet-vrest-APD90-camax,0.8125,0.5625,0.875,0.890909091,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.833333333,6.599938401,1.9999965,5.99997,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.75,0.186732171,0.938388626,0.833333333,-2.748901711,36.67218503,-40.17962061,49.21701675,20.77044252,-21.84895036
qNet-vrest-max_dv-camax,0.8125,0.5625,0.875,0.890909091,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.833333333,6.599938401,1.9999965,5.99997,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.75,0.184650993,0.938388626,0.833333333,-4.872555359,35.21400277,-43.79995451,42.1017466,12.89605084,-18.37991787
vmax-vrest-APD50-camax,0.875,0.5,0.8125,0.963636364,0.857142857,0.916666667,0.8,0.428571429,1,0.818181818,0.8,0.75,5.49997525,3.428556857,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.171938646,0.966824645,0.833333333,-1.927952472,57.95255786,-6.365890021,184.4631451,139.0440643,-107.4998865
vmax-vrest-APD90-max_dv,0.8125,0.5,0.8125,0.945454545,0.841269841,0.895833333,1,0.142857143,1,0.727272727,1,0.75,3.666656889,142858.0226,3.999988,1.38E-06,0.857143,1.33E-06,0.769230769,0.25,0.727272727,0.283348712,0.933649289,0.833333333,-54.55089392,6.341869316,80.06314055,-36.69120009,134.469299,3.764234633
vmax-vrest-APD90-CaTD90,0.875,0.5,0.8125,0.963636364,0.873015873,0.9375,0.8,0.285714286,1,0.818181818,0.833333333,0.75,5.49997525,3.428556857,3.999988,0.220000858,0.714286,1.33E-06,0.8,0.444444444,0.727272727,0.182228374,0.962085308,0.833333333,2.474457347,28.8421537,15.95504548,67.02332557,22.10245114,50.69401861
vmax-vrest-max_dv-carest,0.8125,0.5625,0.875,0.945454545,0.904761905,0.979166667,0.8,0.428571429,1,0.727272727,0.833333333,0.833333333,3.666656889,3.999979,5.99997,0.244445368,0.571429,1.20E-06,0.727272727,0.6,0.8,0.167015542,0.957345972,0.833333333,-0.511042246,12.73285422,6.581920484,42.69254433,23.14281686,-32.92458144
vmax-vrest-camax-CaTD90,0.875,0.5,0.8125,0.963636364,0.857142857,0.927083333,0.8,0.285714286,1,0.818181818,0.8,0.75,5.49997525,2.999986,3.999988,0.220000858,0.714286,1.33E-06,0.8,0.444444444,0.727272727,0.183868347,0.962085308,0.833333333,3.926727299,33.48110909,16.43584487,75.54988539,30.81784435,87.19041931
vmax-vrest-carest-CaTD90,0.875,0.5,0.8125,0.963636364,0.873015873,0.9375,0.8,0.428571429,1,0.818181818,0.833333333,0.75,5.49997525,3.428556857,3.999988,0.220000858,0.685714663,1.33E-06,0.8,0.545454545,0.727272727,0.167210129,0.966824645,0.833333333,8.671716391,33.95676381,8.106994177,62.82090505,40.95720456,73.30092162
vrest-APD50-APD90-CaTD90,0.8125,0.5,0.8125,0.945454545,0.825396825,0.9375,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.6,0.727272727,0.156791336,0.966706161,0.833333333,6.960552786,45.53393813,103.2315487,105.5579473,-77.59795119,56.40548564
vrest-APD50-camax-CaTD50,0.8125,0.5625,0.875,0.909090909,0.841269841,0.947916667,0.8,0.428571429,1,0.818181818,0.8,0.833333333,4.3999813,2.999986,5.99997,0.275000997,0.571429,1.20E-06,0.727272727,0.6,0.8,0.1497542,0.957345972,0.833333333,-19.42882817,14.3674662,100.0152944,145.9402642,-121.8233513,-52.40649373
vrest-APD50-CaTD50-CaTD90,0.8125,0.5,0.8125,0.927272727,0.825396825,0.947916667,0.6,0.428571429,1,0.818181818,0.666666667,0.75,5.49997525,2.142853714,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.177560048,0.962085308,0.833333333,-25.10470498,4.735097898,92.19605105,48.21438908,-58.62686178,142.9357441
vrest-APD90-carest-CaTD90,0.875,0.5,0.8125,0.963636364,0.873015873,0.9375,0.8,0.428571429,1,0.818181818,0.833333333,0.75,5.49997525,3.571415714,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.161717333,0.966824645,0.833333333,8.878256174,33.80155652,64.97134646,-5.546693853,51.58291565,79.64104435
vrest-APD90-CaTD50-CaTD90,0.875,0.5,0.8125,0.963636364,0.857142857,0.9375,0.8,0.428571429,1,0.818181818,0.833333333,0.75,5.49997525,3.428556857,3.999988,0.220000858,0.571429,1.33E-06,0.8,0.6,0.727272727,0.177938601,0.962085308,0.833333333,-6.672698294,18.46086171,75.44657417,25.76067479,-10.85174918,67.30519492
vrest-camax-CaTD50-CaTD90,0.8125,0.5,0.8125,0.927272727,0.793650794,0.927083333,0.6,0.428571429,1,0.818181818,0.666666667,0.75,5.49997525,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.198527953,0.952606635,0.833333333,-21.52816701,6.513626277,86.91661939,52.97768624,-47.56725167,183.9900229
APD50-camax-carest-CaTD50,0.75,0.5625,0.875,0.927272727,0.80952381,0.9375,1,0.285714286,0.75,0.636363636,1,0.833333333,2.749995188,142858.2722,5.99997,1.57E-06,0.714286,0.272728066,0.714285714,0.444444444,0.75,0.243003951,0.928909953,0.833333333,1.691086547,7.399911381,26.08761559,-56.00938055,60.23389934,-11.7632375
APD90-camax-carest-CaTD50,0.8125,0.5,0.8125,0.981818182,0.777777778,0.895833333,1,0.285714286,1,0.727272727,1,0.75,3.666656889,285714.8749,3.999988,1.37E-06,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.251096324,0.91943128,0.833333333,-0.791579169,3.805201396,1.262466418,-0.878177747,10.9072062,6.489319104
qNet-dvdtmax-vrest-CaTD50,0.8125,0.5,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.5999384,1.9999965,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.203397393,0.924170616,0.8,3.629825739,43.29118028,-33.64550426,-13.59975781,57.24627017,19.26754661
qNet-dvdtmax-APD50-APD90,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.571429,1.33E-06,0.666666667,0.615384615,0.727272727,0.230134531,0.91943128,0.8,-13.97982809,24.28489323,-75.34598412,-1.761412036,-131.4814886,109.9254248
qNet-vmax-vrest-CaTD90,0.8125,0.5,0.8125,0.872727273,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.571428571,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.33E-06,0.666666667,0.615384615,0.727272727,0.208705121,0.933649289,0.8,-3.914085431,36.71426391,-40.89138324,-7.4616228,56.63247469,27.79800417
qNet-vrest-APD50-APD90,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.139280055,3.999988,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.215436535,0.924170616,0.8,-12.44980355,26.57082041,-72.8128694,3.597280482,-120.2868534,102.6492312
qNet-vrest-APD50-carest,0.8125,0.5,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.50E-06,0.666666667,0.615384615,0.727272727,0.216275132,0.928909953,0.8,-9.43366756,30.76193535,-32.22082249,69.5321933,34.49148941,-50.48779606
qNet-vrest-APD90-carest,0.8125,0.5,0.8125,0.854545455,0.793650794,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.714283571,3.999988,0.440000616,0.642857679,1.50E-06,0.666666667,0.615384615,0.727272727,0.21386502,0.924170616,0.8,-10.03558553,29.8218496,-41.0590636,55.20978063,23.03379951,-39.51976824
qNet-vrest-APD90-CaTD90,0.8125,0.5,0.8125,0.890909091,0.777777778,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.833333333,6.599938401,1.714284286,4.499979,0.440000616,0.60000056,1.33E-06,0.666666667,0.615384615,0.727272727,0.195155525,0.947867299,0.8,-1.945240274,37.29060574,-35.11323374,55.82591389,5.709492309,28.82858525
qNet-vrest-max_dv-carest,0.8125,0.5,0.8125,0.854545455,0.80952381,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,1.9999965,3.999988,0.440000616,0.60000056,1.50E-06,0.666666667,0.615384615,0.727272727,0.200337906,0.924170616,0.8,-9.235584895,31.58630339,-44.66482055,50.24781807,13.49470321,-33.93612064
qNet-APD50-APD90-camax,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.514286297,1.33E-06,0.666666667,0.666666667,0.727272727,0.221191052,0.91943128,0.8,-13.12862875,25.90826091,-75.36012257,-128.844257,108.3658504,1.947621219
qNet-APD50-APD90-carest,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.571429429,1.33E-06,0.666666667,0.615384615,0.727272727,0.216083892,0.924170616,0.8,-12.78194634,26.16969361,-74.97685682,-128.5971632,108.4145183,2.560033616
qNet-APD50-APD90-CaTD50,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.535714866,1.33E-06,0.666666667,0.666666667,0.727272727,0.221242226,0.924170616,0.8,-13.86380135,25.18854083,-75.44305066,-126.8008891,108.7120975,-1.495631967
qNet-APD50-APD90-CaTD90,0.8125,0.5625,0.8125,0.854545455,0.825396825,0.9375,0.6,0.571428571,1,0.909090909,0.666666667,0.75,6.599938401,2.142853714,3.999988,0.440000616,0.571429,1.33E-06,0.666666667,0.615384615,0.727272727,0.219945812,0.91943128,0.8,-13.26786004,25.69021107,-75.21300513,-127.6099837,108.9192526,-1.934036797
dvdtmax-vmax-vrest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.80952381,0.9375,0.6,0.428571429,1,0.818181818,0.666666667,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.174652129,0.957345972,0.8,12.64490857,41.89798734,-41.55430042,28.5961244,70.18557342,38.28295276
dvdtmax-vmax-max_dv-camax,0.75,0.5,0.8125,0.909090909,0.793650794,0.916666667,1,0.142857143,0.75,0.636363636,0.8,0.75,2.749995188,1.142856,3.999988,1.57E-06,0.97959186,0.30000084,0.714285714,0.222222222,0.666666667,0.266880869,0.938388626,0.8,-2.292957947,9.663139001,-27.47597651,38.92571674,13.88730556,-12.20044183
dvdtmax-vrest-APD50-camax,0.8125,0.5,0.8125,0.909090909,0.80952381,0.9375,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,2.142853714,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.207974267,0.947867299,0.8,-6.990385281,26.29994688,-20.15757575,93.71363759,70.74806981,-55.42857212
dvdtmax-vrest-APD50-carest,0.8125,0.5,0.8125,0.909090909,0.80952381,0.947916667,0.6,0.428571429,1,0.818181818,0.666666667,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.196536253,0.952606635,0.8,-4.348337362,25.78199535,7.464491117,98.12291083,65.40491545,-74.56183247
dvdtmax-vrest-APD50-CaTD50,0.8125,0.5,0.8125,0.909090909,0.793650794,0.927083333,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.231998914,0.938388626,0.8,9.421771013,38.87953708,-21.96888061,81.62343357,10.96978062,35.53842953
dvdtmax-vrest-APD50-CaTD90,0.8125,0.5,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.666666667,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.235940068,0.933649289,0.8,-9.251217215,22.38500054,-21.50597655,90.19331927,25.0129705,61.75973632
dvdtmax-vrest-APD90-camax,0.8125,0.5625,0.875,0.872727273,0.825396825,0.958333333,0.8,0.571428571,1,0.818181818,0.8,0.833333333,4.3999813,3.428552,5.99997,0.244445368,0.514286297,1.20E-06,0.727272727,0.666666667,0.8,0.189191484,0.938388626,0.8,-2.868835721,16.91407281,-13.46523879,61.99115558,45.52552511,-34.5122396
dvdtmax-vrest-APD90-carest,0.8125,0.5625,0.875,0.890909091,0.825396825,0.979166667,0.8,0.428571429,1,0.818181818,0.8,0.833333333,4.3999813,2.857135429,5.99997,0.244445368,0.666667056,1.20E-06,0.727272727,0.545454545,0.8,0.188214098,0.943127962,0.8,-3.884625254,15.43199785,2.832493334,69.37221884,46.69792918,-52.84236514
dvdtmax-vrest-APD90-CaTD50,0.8125,0.5,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.237631946,0.938388626,0.8,8.102542538,35.80294032,-22.43593739,77.98190974,7.896623918,35.94738262
dvdtmax-vrest-max_dv-camax,0.75,0.5625,0.875,0.836363636,0.825396825,0.979166667,0.8,0.285714286,1,0.727272727,0.833333333,0.833333333,2.933326244,2.285704,5.99997,0.275000997,0.816326741,1.20E-06,0.666666667,0.4,0.8,0.260599646,0.924170616,0.8,2.236498993,13.88377447,-9.747317956,41.21325654,18.24614788,-18.55551873
dvdtmax-vrest-max_dv-carest,0.75,0.5625,0.875,0.854545455,0.857142857,1,0.8,0.428571429,1,0.727272727,0.8,0.833333333,2.933326244,2.999986,5.99997,0.275000997,0.666667056,1.20E-06,0.666666667,0.545454545,0.8,0.211191779,0.928909953,0.8,-0.253224098,11.88012769,-2.527476784,47.24778362,20.43576217,-31.68498084
dvdtmax-vrest-max_dv-CaTD50,0.8125,0.5,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.238890568,0.938388626,0.8,7.885059578,34.73343327,-22.89916818,76.38211569,3.982859195,36.09138427
dvdtmax-vrest-camax-CaTD50,0.8125,0.5,0.8125,0.909090909,0.777777778,0.927083333,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.239110821,0.933649289,0.8,11.05122554,39.53661187,-24.33882767,78.68089252,9.296804866,41.92098237
dvdtmax-vrest-carest-CaTD50,0.8125,0.5,0.8125,0.909090909,0.793650794,0.927083333,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,1.9999965,3.999988,0.4000006,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.234862778,0.938388626,0.8,11.99750297,39.06060035,-24.31065289,73.81714633,12.49727074,39.50335896
dvdtmax-vrest-carest-CaTD90,0.8125,0.5,0.8125,0.945454545,0.825396825,0.927083333,0.8,0.428571429,1,0.818181818,0.8,0.75,4.3999813,2.569633533,3.999988,0.275000997,0.685714663,1.33E-06,0.727272727,0.545454545,0.727272727,0.198023697,0.957345972,0.8,-1.711025421,27.80579315,-22.3393702,79.65789141,43.8814949,87.2264524
dvdtmax-camax-CaTD50-CaTD90,0.75,0.5,0.8125,0.927272727,0.746031746,0.916666667,0.8,0.142857143,1,0.727272727,0.857142857,0.75,2.933326244,2.285704,3.999988,0.275000997,0.857143,1.33E-06,0.666666667,0.25,0.727272727,0.2920284,0.90521327,0.8,-1.329338059,2.78844792,0.840408681,8.205881158,6.163482516,0.404001326
vmax-vrest-APD50-CaTD50,0.8125,0.5,0.8125,0.927272727,0.80952381,0.9375,0.8,0.285714286,1,0.727272727,0.833333333,0.75,3.666656889,2.571419143,3.999988,0.244445368,0.714286,1.33E-06,0.727272727,0.444444444,0.727272727,0.230330811,0.943127962,0.8,3.333338074,20.93452712,-3.47022887,42.02994085,17.18641537,16.60114199
vmax-vrest-APD90-carest,0.8125,0.5,0.8125,0.945454545,0.888888889,0.9375,0.8,0.285714286,1,0.727272727,0.833333333,0.75,3.666656889,3.999979,3.999988,0.220000858,0.714286,1.33E-06,0.769230769,0.444444444,0.727272727,0.162343711,0.966824645,0.8,-3.537386406,19.60442246,25.09914526,64.16736644,54.29185303,-64.98781356
vmax-vrest-APD90-CaTD50,0.8125,0.5,0.8125,0.945454545,0.80952381,0.9375,0.8,0.285714286,1,0.818181818,0.833333333,0.75,4.3999813,2.999986,3.999988,0.244445368,0.714286,1.33E-06,0.727272727,0.444444444,0.727272727,0.218808606,0.938388626,0.8,1.98031798,16.99476314,-3.625054887,36.85125891,13.25981237,16.39171951
vmax-vrest-max_dv-CaTD50,0.8125,0.5,0.8125,0.927272727,0.777777778,0.916666667,0.8,0.285714286,1,0.818181818,0.833333333,0.75,4.3999813,2.999986,3.999988,0.244445368,0.714286,1.33E-06,0.727272727,0.444444444,0.727272727,0.235366284,0.924170616,0.8,0.473828318,11.09858571,-5.52361146,27.85155164,6.426649849,12.58327198
vmax-vrest-camax-CaTD50,0.8125,0.5,0.8125,0.927272727,0.746031746,0.916666667,0.8,0.285714286,1,0.818181818,0.833333333,0.75,4.3999813,2.571419143,3.999988,0.244445368,0.714286,1.33E-06,0.727272727,0.444444444,0.727272727,0.241785186,0.914691943,0.8,0.454402729,9.560946305,-5.773932962,19.59264817,8.665996088,16.37651533
vmax-APD50-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.793650794,0.916666667,1,0.142857143,0.75,0.727272727,0.833333333,0.75,3.666656889,1.999993,2.999994,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.273647253,0.933649289,0.8,-2.133041391,8.535862355,20.17477709,12.78219225,2.032982918,11.15738901
vmax-APD90-camax-carest,0.8125,0.4375,0.75,0.927272727,0.777777778,0.916666667,1,0.142857143,0.75,0.727272727,0.833333333,0.75,3.666656889,1.999993,2.999994,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.298175342,0.928909953,0.8,-3.051999097,5.859365795,22.4773391,19.19229739,2.620807929,-15.7546503
vmax-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.909090909,0.777777778,0.916666667,1,0.142857143,0.75,0.727272727,0.833333333,0.75,3.666656889,1.714281429,2.999994,1.38E-06,0.857143029,0.30000084,0.769230769,0.25,0.666666667,0.286239158,0.933649289,0.8,-3.385229754,5.54990507,24.3083326,22.54812145,-16.87874837,-2.4903644
vmax-max_dv-camax-carest,0.8125,0.5,0.8125,0.945454545,0.841269841,0.9375,1,0.142857143,0.75,0.727272727,0.857142857,0.75,3.666656889,1.999993,3.999988,1.38E-06,0.857143,0.30000084,0.769230769,0.25,0.666666667,0.285579404,0.933649289,0.8,-1.434839314,3.87143951,10.9352525,8.455139801,3.182877387,-7.342061907
vrest-APD50-APD90-carest,0.8125,0.5,0.8125,0.872727273,0.761904762,0.9375,0.6,0.428571429,1,0.909090909,0.666666667,0.75,6.599938401,1.714282857,3.999988,0.440000616,0.685714663,1.34E-06,0.666666667,0.545454545,0.727272727,0.220054004,0.933649289,0.8,-7.13313692,32.76114411,119.2938301,147.2019264,-71.93626868,-89.02682745
vrest-APD50-camax-carest,0.8125,0.5,0.8125,0.927272727,0.80952381,0.947916667,0.6,0.428571429,1,0.818181818,0.714285714,0.75,4.3999813,2.142853657,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.203689602,0.952606635,0.8,-5.349051938,26.21169838,97.74578874,68.7991099,-19.96264445,-49.80878727
vrest-APD50-camax-CaTD90,0.875,0.5,0.8125,0.963636364,0.825396825,0.895833333,0.8,0.428571429,1,0.818181818,0.8,0.75,5.49997525,3.428556857,3.999988,0.220000858,0.666667056,1.33E-06,0.8,0.545454545,0.727272727,0.182133756,0.957345972,0.8,-2.757189173,25.95396741,81.66316581,-9.651332625,43.65154048,104.0467737
vrest-APD50-carest-CaTD50,0.8125,0.5,0.8125,0.909090909,0.793650794,0.9375,0.6,0.428571429,1,0.818181818,0.666666667,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.224664783,0.947867299,0.8,-3.478071404,27.40745096,97.61602324,56.32776347,-63.14757177,7.78953064
vrest-APD50-carest-CaTD90,0.8125,0.5,0.8125,0.927272727,0.793650794,0.9375,0.6,0.428571429,1,0.818181818,0.666666667,0.75,4.3999813,1.9999965,3.999988,0.440000616,0.685714663,1.33E-06,0.666666667,0.545454545,0.727272727,0.219760088,0.952606635,0.8,-5.781119677,25.11111123,96.02627158,51.75961292,-48.71146904,22.64282651
