Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5
qNet-vmax-vrest-APD50-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.761905079,0.333334222,0.666666667,0.545454545,0.6,0.226932162,0.928909953,0.733333333,-13.56582951,14.34395378,-15.18690612,-0.212786551,12.12043832,20.43365005,0.746220178
qNet-vmax-vrest-APD50-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4010006,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.221989566,0.928909953,0.733333333,-12.81310215,14.26043232,-8.401001997,-0.095693639,18.7554471,28.82357432,-2.579177626
qNet-vmax-vrest-APD50-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.22154878,0.933649289,0.733333333,-12.87837181,14.21128663,-9.332719052,-0.903108369,17.77924897,23.33656213,3.970358391
qNet-vmax-vrest-APD90-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.224917458,0.928909953,0.733333333,-13.931904,13.97642561,-18.73447842,0.634772063,9.112734916,17.22780454,2.005865197
qNet-vmax-vrest-APD90-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570571,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.219911509,0.933649289,0.733333333,-13.03018904,13.97969708,-15.54274108,-0.008636567,12.34190758,20.87842741,-0.169560484
qNet-vmax-vrest-APD90-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.219817047,0.933649289,0.733333333,-12.99259726,13.97854822,-15.28388655,-0.125179902,12.59682474,20.58218682,0.53246482
qNet-vmax-vrest-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.857143029,0.333334222,0.727272727,0.5,0.6,0.234454486,0.91943128,0.733333333,-13.29831965,13.9384501,-30.07892625,-3.685425167,1.842776904,0.833653336,5.444360816
qNet-vmax-vrest-max_dv-carest,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.857143029,0.333334222,0.727272727,0.5,0.6,0.232031203,0.91943128,0.733333333,-12.18024801,13.94487396,-29.01406282,-5.186384712,1.534418051,0.672558015,4.182420909
qNet-vmax-vrest-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.239586016,0.91943128,0.733333333,-13.93317994,14.26131772,-40.09909985,-6.990814863,-0.202198309,0.950383367,-5.8492366
qNet-vmax-vrest-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.71428619,0.333334222,0.666666667,0.571428571,0.6,0.247450115,0.928909953,0.733333333,-17.25251226,12.74804748,-9.564829006,0.496333567,19.4342123,17.60248044,30.11876291
qNet-vmax-vrest-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.242829024,0.91943128,0.733333333,-13.95241855,14.33615079,-43.12986007,-8.237165629,-0.087162826,-0.857210884,-7.677266593
qNet-vmax-vrest-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.222587764,0.928909953,0.733333333,-13.23440318,13.92149244,-15.43239968,-4.369604627,11.85714292,10.33724101,18.36069359
qNet-vmax-APD50-APD90-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.220761643,0.933649289,0.733333333,-14.90459753,13.05078169,-30.4515008,1.742516334,-53.68098448,59.44403604,5.999962141
qNet-vmax-APD50-APD90-carest,0.8125,0.4375,0.75,0.927272727,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.6,0.75,5.49997525,1.428570571,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.220351491,0.933649289,0.733333333,-13.60662934,13.3939095,-29.01450247,0.096762628,-49.50383698,55.31265682,4.50297687
qNet-vmax-APD50-APD90-CaTD50,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.228159797,0.933649289,0.733333333,-16.92872657,12.19140216,-32.47290722,2.723787882,-44.68717575,60.66246283,-7.023319139
qNet-vmax-APD50-APD90-CaTD90,0.8125,0.4375,0.75,0.927272727,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.6,0.75,5.49997525,1.428570571,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.219186464,0.933649289,0.733333333,-13.43301923,13.04606918,-28.84556103,1.748601731,-47.36312986,61.67599915,-7.608534813
qNet-vmax-APD50-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.254274342,0.91943128,0.733333333,-15.11016908,14.23361409,-31.08324358,-1.775178098,9.318171726,-7.453396727,7.017433075
qNet-vmax-APD50-max_dv-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.190475873,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.545454545,0.6,0.253677613,0.914691943,0.733333333,-14.31895875,14.6065709,-29.51454991,-3.360760027,14.92831127,-11.74312804,5.576347866
qNet-vmax-APD50-max_dv-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.5,0.6,0.257167429,0.91943128,0.733333333,-16.79084647,13.81778045,-35.44140848,-1.860660526,14.04277618,-2.941250928,-8.045236013
qNet-vmax-APD50-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.247638049,0.91943128,0.733333333,-16.14062724,13.28733451,-32.06600157,0.905534306,0.925378795,16.59823281,-7.817364058
qNet-vmax-APD50-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.256761793,0.91943128,0.733333333,-20.82350309,10.79182389,-39.24493251,-1.26982036,33.00280723,-13.50423422,-22.10308151
qNet-vmax-APD50-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.2635839,0.91943128,0.733333333,-18.48249374,12.80866498,-38.43997447,-0.88726971,16.82662679,-3.678516471,-12.79399623
qNet-vmax-APD50-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.426188367,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.230079832,0.924170616,0.733333333,-13.65983662,13.61370588,-25.92773174,-4.990513135,-16.8513,16.3396509,20.18855086
qNet-vmax-APD90-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.245059411,0.924170616,0.733333333,-17.18986821,12.75108016,-27.18797555,4.749950367,7.178241132,15.67676363,-6.827775564
qNet-vmax-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.234582805,0.928909953,0.733333333,-23.88071451,6.745110359,-32.85940143,6.453021116,52.60139612,-18.78306189,-26.59161527
qNet-vmax-APD90-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.243266253,0.924170616,0.733333333,-16.59499505,13.2164383,-26.35904307,2.380482274,-1.575266512,12.77078044,7.769655123
qNet-vmax-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.232188566,0.924170616,0.733333333,-14.0367293,13.71512781,-24.74547147,0.623406978,8.255289706,4.663713874,-0.991909204
qNet-vmax-APD90-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.750000438,0.333334222,0.75,0.571428571,0.6,0.250693014,0.924170616,0.733333333,-52.56987166,-19.87881874,-35.24990901,9.001312303,46.31474516,-66.35065221,87.51373243
qNet-vmax-max_dv-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.249808375,0.91943128,0.733333333,-15.9850509,13.40970743,-33.41361589,0.089217652,-0.446718579,16.98420228,-8.196169506
qNet-vmax-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.332142077,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.238671931,0.91943128,0.733333333,-14.6151065,13.40327323,-36.86375956,-3.884183508,7.70569322,-1.963182712,-9.1623501
qNet-vmax-max_dv-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.545454545,0.6,0.267386941,0.91943128,0.733333333,-17.63046366,13.76136362,-32.35504727,-0.827120512,-9.476415269,15.86235508,12.13234962
qNet-vmax-max_dv-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.240496843,0.91943128,0.733333333,-15.3811692,13.0276538,-38.82204614,-3.256686891,9.087568307,-2.991410745,-10.93281541
qNet-vmax-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.258330876,0.91943128,0.733333333,-15.86601039,14.36610797,-29.56943729,-7.363041454,-19.68564204,19.07623184,23.87985976
qNet-vmax-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.262895373,0.91943128,0.733333333,-26.07516126,6.892737756,-44.91169018,-1.51687949,9.938444635,-29.01851524,30.74082962
qNet-vmax-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.258775803,0.91943128,0.733333333,-15.88752999,13.99423728,-42.16068981,-4.331904894,10.68260422,-7.594323083,-5.63739795
qNet-vmax-camax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.248865571,0.924052133,0.733333333,-17.11955854,13.01013151,-27.49085208,3.229802331,15.94221895,-3.657734828,5.797954002
qNet-vmax-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.256856917,0.91943128,0.733333333,-38.27325285,-4.735723712,-38.70544003,-2.279815554,14.8017985,-44.38056991,79.48064457
qNet-vrest-APD50-APD90-camax,0.8125,0.4375,0.75,0.927272727,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.220477436,0.928909953,0.733333333,-15.36003355,12.28376551,-47.11397309,-11.1697587,-105.8745705,93.16675145,11.02228776
qNet-vrest-APD50-APD90-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.22142284,0.928909953,0.733333333,-12.89582784,14.15409186,-10.85809932,16.49093076,18.54240646,7.555574483,-1.730328709
qNet-vrest-APD50-APD90-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.234989468,0.928909953,0.733333333,-18.83282628,10.39760747,-54.42328567,-12.60834173,-95.44105448,97.89812852,-12.66339251
qNet-vrest-APD50-APD90-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.220604213,0.933649289,0.733333333,-13.03197562,14.04126369,-12.29854895,14.74254922,10.95662204,11.40250099,1.908666252
qNet-vrest-APD50-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.232535576,0.928909953,0.733333333,-18.42181166,11.6742969,-18.11921641,16.00131814,52.30807463,-18.46122427,-18.53364306
qNet-vrest-APD50-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.251097913,0.924170616,0.733333333,-19.01307803,12.103035,-20.25929037,20.66642787,46.1410638,-13.59114369,-13.92532466
qNet-vrest-APD50-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.221895113,0.933649289,0.733333333,-12.87599323,14.2126199,-8.226066591,18.56291863,27.81873781,-1.901159803,1.100691914
qNet-vrest-APD90-camax-carest,0.8125,0.4375,0.75,0.927272727,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.251632583,0.928909953,0.733333333,-15.68184975,13.54848417,-23.0039869,16.32862356,17.51988029,20.41179525,-18.09132428
qNet-vrest-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.232378216,0.928909953,0.733333333,-19.71708639,10.2838704,-32.88715207,5.127440001,38.80801656,-14.63499471,-19.53206125
qNet-vrest-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.248959136,0.928909953,0.733333333,-19.81801269,10.99810577,-33.07600194,9.850021371,34.24377218,-10.64992214,-15.30096918
qNet-vrest-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.219848535,0.928909953,0.733333333,-13.0752066,13.94820958,-15.10543243,12.3834646,19.76862264,0.606796297,1.42885639
qNet-vrest-APD90-CaTD50-CaTD90,0.8734375,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.749431818,0.571428571,0.6,0.254841193,0.924170616,0.733333333,-24.47961517,7.818903,-29.78653677,11.71362413,20.28181754,-23.18559887,32.08234017
qNet-vrest-max_dv-camax-carest,0.8125,0.4375,0.75,0.927272727,0.682539683,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.545454545,0.6,0.253364708,0.924170616,0.733333333,-16.02185636,13.14030647,-30.56438716,10.25763874,5.929214002,28.29607394,-21.84879695
qNet-vrest-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.713888889,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.333332556,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.5,0.6,0.23854607,0.924170616,0.733333333,-14.86841537,12.68858016,-31.36705071,-0.153156119,11.90223694,-1.446165485,-9.045015955
qNet-vrest-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.23791676,0.928909953,0.733333333,-15.24805105,12.62320547,-10.80806782,8.082599558,-10.06553954,20.09890289,33.74030432
qNet-vrest-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.571428571,0.6,0.258623298,0.91943128,0.733333333,-24.27239898,7.208599169,-37.11344125,9.80775932,9.806530429,-30.75941993,44.7459416
qNet-APD50-APD90-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.24257252,0.928909953,0.733333333,-16.54543072,12.53935359,-42.48982223,-71.74555212,67.8347937,23.21590949,-14.22840946
qNet-APD50-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.232315272,0.928909953,0.733333333,-19.9266859,9.955840786,-39.61276525,-27.04374827,57.57654656,-11.7489276,-18.87819218
qNet-APD50-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.246442728,0.928909953,0.733333333,-20.34299894,10.20202333,-44.40035749,-40.94180866,63.72947733,-7.615043621,-16.16302723
qNet-APD50-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.6,0.75,5.49997525,1.428570571,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.220887587,0.933649289,0.733333333,-13.64408847,13.38379787,-28.3109185,-50.47342161,53.39272279,6.308445198,3.210605671
qNet-APD50-APD90-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.571428571,0.6,0.250940656,0.928909953,0.733333333,-24.39691425,7.697433703,-44.40350459,-45.26240959,57.4954421,-22.84845823,23.18705144
qNet-APD50-max_dv-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.25487185,0.91943128,0.733333333,-15.94380487,13.67793045,-32.07308897,4.665165673,-3.473862537,13.70467296,-5.416217116
qNet-APD50-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.247985649,0.91943128,0.733333333,-21.10688373,10.31980171,-37.31609725,33.46266569,1.931687569,-13.79906846,-22.49189245
qNet-APD50-max_dv-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.249999563,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.571428571,0.6,0.261165396,0.91943128,0.733333333,-28.62118694,6.311942009,-39.7286339,-127.3668332,21.30553864,77.24664761,102.9882509
qNet-APD50-max_dv-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.255943413,0.91943128,0.733333333,-18.91329236,12.13379829,-38.05378869,15.85866167,3.507658803,-4.849096435,-14.24875313
qNet-APD50-max_dv-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.545454545,0.6,0.255563687,0.91943128,0.733333333,-15.66014086,13.76865603,-21.36874761,5.440350324,-11.36143263,15.28469223,16.8314751
qNet-APD50-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.190475873,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.545454545,0.6,0.263836968,0.91943128,0.733333333,-26.72518962,6.568462242,-42.63714505,4.485857768,8.806045128,-28.93965357,30.04643652
qNet-APD50-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.248897822,0.91943128,0.733333333,-20.99367496,10.41648803,-35.64500103,37.69206634,-17.72126508,2.982344006,-22.93908631
qNet-APD50-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.801428849,0.333334222,0.75,0.571428571,0.6,0.261385481,0.91943128,0.733333333,-27.9728816,5.893005503,-34.74547388,-17.60311131,21.31915197,-28.25191012,67.62799496
qNet-APD90-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.545454545,0.6,0.242228058,0.924170616,0.733333333,-21.91379526,8.946136106,-40.67686492,39.49678794,-16.73888401,-0.149013716,-24.70307474
qNet-APD90-camax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.242919389,0.924170616,0.733333333,-16.07800577,13.4572124,-29.10001438,-5.465320347,13.09764584,-0.160123277,8.255800892
qNet-APD90-camax-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.75,0.571428571,0.6,0.255503162,0.924170616,0.733333333,-31.2315085,1.391181214,-44.02988404,32.19629462,-8.835905817,-37.57027814,30.81815919
qNet-APD90-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.332142077,2.999992,0.4000006,0.750000438,0.333334222,0.75,0.571428571,0.6,0.252894553,0.924170616,0.733333333,-45.01154028,-11.94171984,-41.83701389,20.07435341,6.157053233,-55.96466784,82.4204014
