Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5
qNet-max_dv-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.243801869,0.91943128,0.733333333,-17.15679838,12.37068108,-38.17020059,9.714786044,8.934108122,-9.102131677,-9.823865884
qNet-max_dv-camax-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.282142014,2.999992,0.4000006,0.857143073,0.333334222,0.75,0.571428571,0.6,0.262136916,0.91943128,0.733333333,-17.80459807,13.59709385,-28.14492628,-10.48819772,12.40778313,5.738874715,16.93252569
qNet-max_dv-camax-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.262046508,0.91943128,0.733333333,-31.6667461,2.472550411,-43.17260999,6.209003641,7.451817335,-33.17598484,47.05038022
qNet-max_dv-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.256415892,0.924170616,0.733333333,-37.82688222,-4.721622988,-35.9801256,3.582512887,13.71030039,-43.92686955,76.88101775
qNet-camax-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000438,0.333334222,0.75,0.571428571,0.6,0.257768816,0.924170616,0.733333333,-37.03122446,-3.328150423,-35.35715783,0.762712501,15.44225699,-41.30505956,76.81445263
dvdtmax-vmax-vrest-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.571428571,0.6,0.261258152,0.91943128,0.733333333,-25.82180777,5.182987391,-94.39769834,53.07070355,15.51620564,29.78336338,-14.09610047
dvdtmax-vmax-vrest-max_dv-carest,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.262358559,0.91943128,0.733333333,-26.70524615,4.501413577,-84.71793295,52.06767646,16.9321136,32.27613905,-10.96969791
dvdtmax-vmax-APD50-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.260794369,0.909952607,0.733333333,-32.53080977,-1.481447598,-117.6088015,73.70297108,-21.8804807,44.80162113,-8.391800121
dvdtmax-vmax-APD50-max_dv-carest,0.8125,0.4375,0.75,0.945454545,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.261895563,0.909952607,0.733333333,-32.48629877,-1.753478174,-109.7782878,72.40102766,-21.04939446,44.69161739,-5.881183895
dvdtmax-vmax-APD50-max_dv-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.262680767,0.909952607,0.733333333,-30.45292744,1.311516608,-128.1802691,77.90679086,-45.8767072,49.31316838,9.999889558
dvdtmax-vmax-APD50-max_dv-CaTD90,0.8125,0.4375,0.75,0.945454545,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.260417075,0.909952607,0.733333333,-36.05647774,-4.651826393,-126.5428585,77.6812363,-40.52666606,49.03747074,15.02589079
dvdtmax-vmax-APD50-camax-carest,0.8125,0.4375,0.75,0.927272727,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.071428393,2.999988,0.440000616,0.952381032,0.375000937,0.666666667,0.5,0.545454545,0.28631264,0.909952607,0.733333333,-21.39760758,9.807159731,-89.95991224,43.99975869,20.81592535,-56.59073565,44.62218649
dvdtmax-vmax-APD50-carest-CaTD90,0.875,0.4375,0.75,0.927272727,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000438,0.333334222,0.75,0.571428571,0.6,0.261131605,0.924170616,0.733333333,-36.15100191,-5.690753278,-89.02442113,40.65817094,-60.17731745,45.56725315,90.70535279
dvdtmax-vmax-APD90-camax-carest,0.875,0.4375,0.75,0.927272727,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.272731925,0.91943128,0.733333333,-26.80726592,4.976062625,-98.57051804,53.47347854,27.59612719,-44.5456511,32.65515597
dvdtmax-vmax-max_dv-camax-carest,0.8125,0.4375,0.75,0.945454545,0.682142857,0.822916667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.261352474,0.914691943,0.733333333,-25.52531975,5.782115781,-105.04958,56.87245107,20.65889873,-41.81545592,29.96992212
dvdtmax-vmax-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.259943885,0.909952607,0.733333333,-33.98657374,-3.226202534,-106.9431866,68.93839941,36.76550974,-13.22323524,-6.521285606
dvdtmax-vmax-max_dv-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.262364813,0.909952607,0.733333333,-30.2838262,0.761728476,-105.4014545,67.74161091,33.99115328,-12.73497556,-9.738692151
dvdtmax-vmax-max_dv-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.281697206,0.909952607,0.733333333,-29.94979883,0.865457697,-88.93615488,60.57584294,24.20291243,-1.879222268,1.241773719
dvdtmax-vmax-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.927272727,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.277074254,0.914691943,0.733333333,-31.22943819,-0.221314026,-81.96638792,53.85186175,13.3149866,6.392320234,15.64038223
dvdtmax-vmax-max_dv-CaTD50-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.262430035,0.914691943,0.733333333,-57.05433174,-27.38208513,-98.76658132,67.31331139,36.97759887,-42.97341971,74.13759212
dvdtmax-vmax-camax-carest-CaTD90,0.875,0.4375,0.75,0.927272727,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.278043041,0.91943128,0.733333333,-25.3227372,6.062276337,-90.33540135,43.74220103,-41.96209781,44.92480538,23.20495642
dvdtmax-vmax-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.822916667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.254719353,0.924170616,0.733333333,-62.69817716,-33.07477146,-69.06467183,41.50192913,29.91139878,-51.93192711,136.3745979
dvdtmax-vrest-APD50-camax-carest,0.8125,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.686428948,0.30000084,0.666666667,0.571428571,0.666666667,0.2229026,0.933649289,0.733333333,-12.82334889,15.22834297,-4.709009957,32.66332705,41.36687514,2.123552555,-10.50068078
dvdtmax-vrest-APD50-camax-CaTD50,0.8125,0.5,0.8125,0.945454545,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.5,0.833333333,5.49997525,1.428570571,4.499979,0.440000616,0.71428619,0.30000084,0.666666667,0.545454545,0.666666667,0.219848535,0.933649289,0.733333333,-14.21952405,13.91314354,-1.871151139,29.33821547,59.11078671,-19.06278151,-10.95725413
dvdtmax-vrest-APD50-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.73015873,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.428570571,3.999988,0.440000616,0.71428619,0.30000084,0.666666667,0.571428571,0.666666667,0.224509029,0.933649289,0.733333333,-17.59314078,10.88040656,9.629364621,32.78618233,70.72960146,-18.54173935,-14.29379275
dvdtmax-vrest-APD50-carest-CaTD90,0.8125,0.5,0.8125,0.945454545,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.642857679,0.30000084,0.666666667,0.615384615,0.666666667,0.243799462,0.933649289,0.733333333,-15.67368183,14.95639071,-13.65992413,29.94520056,2.804517569,12.12542531,36.69663352
dvdtmax-vrest-APD50-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.746031746,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570571,4.499979,0.4000006,0.642857679,0.30000084,0.75,0.615384615,0.666666667,0.242574931,0.933649289,0.733333333,-24.73711385,4.811018951,10.45234841,29.48775492,42.73514605,-26.55398688,50.04192353
dvdtmax-vrest-APD90-camax-carest,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,4.3999813,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.545454545,0.666666667,0.210557301,0.938388626,0.733333333,-12.94841593,15.17362932,0.965032821,32.49629345,46.60531573,2.52439321,-10.8772455
dvdtmax-vrest-APD90-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,4.3999813,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.545454545,0.666666667,0.211596738,0.938388626,0.733333333,-11.64154917,16.43661319,-6.735316486,31.9949258,36.25097033,-5.793927373,4.389327978
dvdtmax-vrest-APD90-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.615384615,0.6,0.249965639,0.928909953,0.733333333,-17.42529866,14.0456846,-22.84508369,27.72536626,-30.08753371,28.14709522,64.78483532
dvdtmax-vrest-APD90-CaTD50-CaTD90,0.8125,0.5,0.8125,0.945454545,0.761904762,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.642857679,0.30000084,0.666666667,0.615384615,0.666666667,0.218840929,0.938388626,0.733333333,-17.88786083,11.56696576,2.16933137,31.29068778,34.01734225,-10.54237329,30.64657506
dvdtmax-vrest-max_dv-camax-carest,0.8125,0.5,0.8125,0.927272727,0.793650794,0.9375,0.8,0.428571429,0.75,0.818181818,0.666666667,0.833333333,4.3999813,1.714283571,4.499979,0.244445368,0.685714663,0.30000084,0.727272727,0.545454545,0.666666667,0.225609204,0.928909953,0.733333333,-7.063693392,13.57214938,-7.531431549,25.01845989,28.06218335,-7.237745114,-1.258542896
dvdtmax-vrest-max_dv-camax-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.9375,0.8,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.714283571,4.499979,0.244445368,0.685714663,0.30000084,0.727272727,0.545454545,0.666666667,0.217738814,0.928909953,0.733333333,-7.379673473,14.56287504,-19.67662894,26.17618549,11.0776637,-0.110667871,11.04854969
dvdtmax-vrest-max_dv-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.9375,0.8,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.714283571,4.499979,0.244445368,0.685714663,0.30000084,0.727272727,0.545454545,0.666666667,0.216636652,0.933649289,0.733333333,-7.524541021,14.91087261,-19.16450313,27.29592083,12.78344068,-1.003490133,10.42160124
dvdtmax-vrest-camax-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.666667056,0.30000084,0.666666667,0.571428571,0.666666667,0.222650732,0.928909953,0.733333333,-7.902977788,12.79058216,-13.97831235,29.11116373,31.56326005,-20.44193278,19.60003681
dvdtmax-vrest-camax-carest-CaTD90,0.8125,0.5,0.8125,0.945454545,0.746031746,0.895572917,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570357,4.499979,0.440000616,0.666667444,0.30000084,0.666666667,0.615384615,0.666666667,0.245845049,0.933649289,0.733333333,-19.21443473,12.04293858,-4.075118479,32.88478951,24.94159817,-3.835131757,45.42378791
dvdtmax-vrest-carest-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.746031746,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570571,4.499979,0.4000006,0.642857679,0.30000084,0.75,0.615384615,0.666666667,0.244242295,0.933649289,0.733333333,-21.00866289,9.567295517,-4.319760384,27.5513401,18.10158104,-13.70105512,65.02716454
dvdtmax-APD50-max_dv-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.833333528,0.333334222,0.666666667,0.5,0.6,0.247325092,0.924170616,0.733333333,-23.76418151,-0.044763198,-15.97305176,-40.12058187,-36.91951117,61.24701327,112.2729883
dvdtmax-APD90-max_dv-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.488889514,0.857143143,0.333334222,0.6,0.5,0.6,0.260563311,0.924170616,0.733333333,-24.37695907,-0.208281158,-4.295254006,17.57960885,-52.41465306,43.60355441,78.62607596
dvdtmax-APD90-camax-carest-CaTD50,0.75,0.5,0.8125,0.909090909,0.73015873,0.916666667,0.8,0.285714286,0.75,0.727272727,0.714285714,0.75,2.933326244,1.49999825,3.999988,0.275000997,0.833333528,0.30000084,0.666666667,0.4,0.666666667,0.281121698,0.90521327,0.733333333,-2.728974659,2.342126933,2.443045002,13.41657887,-11.73892403,8.26318375,-2.618566391
dvdtmax-max_dv-camax-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.5,0.6,0.251192268,0.928909953,0.733333333,-18.80370742,5.356702315,-20.70132247,-43.07353621,-28.42192824,64.87657276,75.08466318
dvdtmax-max_dv-carest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000438,0.333334222,0.727272727,0.545454545,0.6,0.242353902,0.928909953,0.733333333,-38.219472,-14.45976723,-5.059291082,-40.53622227,51.24705625,-26.53706838,131.5864325
vmax-vrest-APD50-APD90-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.761905079,0.333334222,0.727272727,0.5,0.6,0.224729397,0.928909953,0.733333333,-12.40294202,14.69874367,0.386742422,22.94204578,62.98738107,-25.74935751,-4.715681538
vmax-vrest-APD50-APD90-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.222650732,0.928909953,0.733333333,-12.56186627,14.51765488,0.069822131,26.17300354,59.30942712,-20.94119053,-5.444165483
vmax-vrest-APD50-APD90-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.223784119,0.933649289,0.733333333,-12.80411708,14.41464404,-1.562933764,25.57350371,54.45744944,-26.30587571,9.342997345
vmax-vrest-APD50-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.225139474,0.928909953,0.733333333,-18.71671575,9.616062837,7.281066212,23.82250403,79.19055237,-26.92120948,-22.09055946
vmax-vrest-APD50-carest-CaTD90,0.8125,0.4984375,0.75,0.927272727,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.428570571,2.999994,0.440000616,0.750000437,0.30000084,0.666666667,0.545454545,0.666666667,0.220163403,0.933649289,0.733333333,-12.36650942,14.27073246,2.147379169,25.6895806,43.31893299,-7.780285307,-3.833385509
vmax-vrest-APD90-camax-CaTD50,0.8125,0.5,0.8125,0.945454545,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,5.49997525,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.545454545,0.666666667,0.218183005,0.933649289,0.733333333,-12.79385724,12.49254092,10.50408826,20.84603116,58.85942493,-17.39027556,-10.71069872
vmax-vrest-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.615384615,0.6,0.238734052,0.933649289,0.733333333,-17.52829804,12.17939049,-10.48978919,24.78433503,-25.9018179,33.02757419,69.92384405
vmax-vrest-max_dv-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.73015873,0.8125,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.428570571,3.999988,0.4000006,0.71428619,0.30000084,0.75,0.615384615,0.666666667,0.234164956,0.914691943,0.733333333,-14.92114871,7.54200566,13.61810441,20.64349847,22.64794609,-20.39093864,43.1196244
vmax-vrest-carest-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.73015873,0.84375,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,3.999988,0.4000006,0.71428619,0.30000084,0.75,0.615384615,0.666666667,0.246733819,0.924170616,0.733333333,-25.17049251,5.480778673,4.56117647,24.88972,21.28852936,-24.3306816,85.44092716
vmax-APD50-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.927272727,0.698412698,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.5,0.6,0.260596927,0.914691943,0.733333333,-16.29535615,6.856802835,6.530094234,3.882352899,-28.47883238,33.26591187,56.93352083
vrest-APD50-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.231030601,0.928909953,0.733333333,-16.27178028,13.25880299,29.24035295,105.8047864,-38.15649678,-22.81178561,-16.54295094
vrest-APD50-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.223122983,0.928909953,0.733333333,-12.60614831,14.46066082,25.88749861,57.74049039,-20.97537409,-4.552291918,1.433897859
vrest-APD50-camax-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.4000006,0.666667056,0.30000084,0.727272727,0.6,0.666666667,0.220856101,0.933649289,0.733333333,-15.10213279,13.27579717,31.80205843,59.28979653,-9.035475012,-8.123253026,-9.74116645
vrest-APD50-carest-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.746031746,0.885416667,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570571,4.499979,0.4000006,0.642857679,0.30000084,0.75,0.615384615,0.666666667,0.243077493,0.933649289,0.733333333,-21.79544842,8.311578602,29.36448961,23.36448244,6.83035636,-16.728235,49.26692806
vrest-APD90-carest-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.73015873,0.864583333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570571,4.499979,0.4000006,0.642857679,0.30000084,0.75,0.615384615,0.666666667,0.245973276,0.928909953,0.733333333,-23.4801827,7.125924963,26.13606495,-7.770087172,24.10478781,-20.71674945,85.20634694
vrest-max_dv-camax-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.73015873,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,4.3999813,1.428570571,4.499979,0.440000616,0.71428619,0.30000084,0.666666667,0.545454545,0.666666667,0.218714975,0.928909953,0.733333333,-8.449752543,10.85068107,27.0492037,7.061437187,42.66135776,-30.31851372,15.35646856
vrest-camax-carest-CaTD50-CaTD90,0.875,0.5,0.8125,0.945454545,0.746031746,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570571,4.499979,0.4000006,0.642857679,0.30000084,0.75,0.615384615,0.666666667,0.244210035,0.933649289,0.733333333,-23.66589795,8.127927398,31.50689763,20.98651737,2.731378875,-10.83565153,65.54703972
APD50-APD90-max_dv-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.246302207,0.91943128,0.733333333,-21.80494426,1.465215425,-29.48067549,33.48713952,-50.27514464,49.06370107,89.28855544
APD50-max_dv-camax-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.85714303,0.333334222,0.727272727,0.545454545,0.6,0.250874031,0.914691943,0.733333333,-21.01456997,2.093248716,-28.97607792,-35.16686749,9.983562941,47.69922438,100.2683549
APD50-max_dv-carest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.761905079,0.333334222,0.727272727,0.545454545,0.6,0.24671352,0.91943128,0.733333333,-31.42807464,-8.431277177,-14.97269666,-34.23519572,52.89596729,-21.67004822,126.635541
max_dv-camax-carest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.246999003,0.91943128,0.733333333,-31.01672358,-8.187245555,-33.72852904,-14.98980726,57.12940055,-28.41616934,120.9957709
