Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1
qNet,0.875,0.4375,0.75,0.945454545,0.698412698,0.864583333,0.8,0.285714286,0.75,0.818181818,0.6,0.75,5.49997525,1.285713429,2.999992,0.244445368,0.857143071,0.333334222,0.75,0.444444444,0.6,0.245686962,0.914691943,0.733333333,-6.880409471,10.56483143,-23.24933868
