Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4
qNet-vmax-APD90-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.428571429,0.75,0.818181818,0.6,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.231779421,0.924170616,0.733333333,-14.04822655,13.38637341,-24.85407147,2.399899049,17.39689498,-8.926790369
qNet-vmax-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.833333528,0.333334222,0.727272727,0.5,0.6,0.236028744,0.91943128,0.733333333,-13.88883282,13.91191262,-31.56057371,-3.017704917,-0.601431425,6.510088997
qNet-vmax-max_dv-carest,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.833333528,0.333334222,0.727272727,0.5,0.6,0.233227136,0.91943128,0.733333333,-12.489817,13.98848933,-30.16828777,-4.934260097,-0.60961389,4.884859607
qNet-vmax-max_dv-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.833333528,0.333334222,0.727272727,0.5,0.6,0.238325813,0.924170616,0.733333333,-14.60411146,13.53741382,-35.31980369,-3.267862911,6.438435286,-7.272524557
qNet-vmax-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.248613143,0.91943128,0.733333333,-16.0588579,13.33248248,-32.95193741,0.454326502,17.12367886,-8.289678817
qNet-vmax-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.833928765,0.333334222,0.727272727,0.5,0.6,0.239334303,0.91943128,0.733333333,-13.85128803,14.270011,-39.84584467,-7.060368852,0.977491017,-5.692690726
qNet-vmax-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.241158363,0.924170616,0.733333333,-16.4872993,13.2209896,-26.06277819,2.581547912,11.93480144,6.628707625
qNet-vmax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.242608802,0.91943128,0.733333333,-13.91824227,14.34029206,-43.07101096,-8.285731457,-0.874175817,-7.641008696
qNet-vmax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.857143029,0.333334222,0.727272727,0.5,0.6,0.233950965,0.924170616,0.733333333,-13.80829323,13.86058832,-24.92855532,-1.344428132,8.433699628,5.580905153
qNet-vrest-APD50-APD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.725757576,0.545454545,0.6,0.220446782,0.933649289,0.733333333,-13.08879876,13.99070768,-15.78341839,12.04555808,0.445318261,20.11478432
qNet-vrest-APD50-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.440000616,0.80000028,0.333334222,0.666666667,0.5,0.6,0.227121032,0.928909953,0.733333333,-13.61500678,14.32993751,-14.97798878,12.10003345,20.68676507,0.770233872
qNet-vrest-APD50-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.222021051,0.928909953,0.733333333,-12.82815695,14.25058676,-8.276483094,18.77412972,28.97367136,-2.587598578
qNet-vrest-APD50-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4010006,0.80000028,0.333334222,0.725757576,0.5,0.6,0.233070595,0.924170616,0.733333333,-15.38526555,14.18658969,-21.96655583,8.067618158,19.63811598,-3.874082094
qNet-vrest-APD50-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.222052535,0.928909953,0.733333333,-13.05088338,14.12504005,-8.684930222,17.47182358,24.37696414,3.705292158
qNet-vrest-APD90-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.750000438,0.333334222,0.727272727,0.545454545,0.6,0.224413758,0.928909953,0.733333333,-13.77135878,14.03981933,-19.18661896,9.292037754,16.6217556,1.890939568
qNet-vrest-APD90-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570571,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.219911509,0.933649289,0.733333333,-13.03161449,13.97868455,-15.53483209,12.34072931,20.88837543,-0.169283311
qNet-vrest-APD90-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000438,0.333334222,0.727272727,0.545454545,0.6,0.230930458,0.928909953,0.733333333,-15.73334231,13.75093214,-26.05830889,5.789541435,17.5544392,-4.778878476
qNet-vrest-APD90-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.219848535,0.933649289,0.733333333,-13.01917046,13.96577001,-15.22954719,12.53062625,20.71322577,0.479970775
qNet-vrest-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.234643305,0.924170616,0.733333333,-13.99428217,13.4963861,-26.6249548,0.76696633,3.981080974,6.273191067
qNet-vrest-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.5,0.6,0.241409254,0.91943128,0.733333333,-14.72999961,13.46429581,-31.31830709,-2.827262421,7.45821906,-0.954549054
qNet-vrest-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.24707185,0.928909953,0.733333333,-17.08740038,12.8357413,-9.881503827,19.58808542,17.22810503,29.71768425
qNet-vrest-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.875,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.761905079,0.333334222,0.727272727,0.545454545,0.6,0.226648853,0.928909953,0.733333333,-13.83689227,13.2784689,-13.83927299,7.908990583,12.17807216,19.11713135
qNet-APD50-APD90-camax,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.220635699,0.933649289,0.733333333,-14.48474121,13.21437949,-32.26315985,-54.50355826,57.85016267,5.920976653
qNet-APD50-APD90-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.6,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.22044595,0.933649289,0.733333333,-13.5914126,13.40478188,-29.11616951,-49.54933757,55.22963507,4.506136666
qNet-APD50-APD90-CaTD50,0.8125,0.4375,0.75,0.927272727,0.73015873,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.227939456,0.928909953,0.733333333,-16.24204759,12.62988464,-35.54354141,-45.53320384,57.39535079,-6.832884314
qNet-APD50-APD90-CaTD90,0.8125,0.4375,0.75,0.927272727,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.6,0.75,5.49997525,1.428570571,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.219312415,0.933649289,0.733333333,-13.10949015,13.20394858,-30.69890405,-48.55817761,60.49118274,-7.564706798
qNet-APD50-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.250122902,0.91943128,0.733333333,-15.44773114,13.98423835,-28.72477583,10.42425418,-6.226923512,7.212814928
qNet-APD50-max_dv-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.244020479,0.91943128,0.733333333,-14.78658159,14.23918798,-24.9977978,17.02188256,-9.513039503,5.839282276
qNet-APD50-max_dv-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.25487185,0.91943128,0.733333333,-17.14892757,13.39728475,-32.82229636,15.24801708,-1.353875895,-8.299981255
qNet-APD50-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.245970877,0.91943128,0.733333333,-15.8325044,13.40440367,-32.92060036,-0.137711575,15.99113902,-7.414036577
qNet-APD50-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.28333249,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.256980334,0.91943128,0.733333333,-21.26396669,10.47351776,-37.49003671,35.22395128,-13.46504868,-22.26005366
qNet-APD50-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.263773311,0.91943128,0.733333333,-18.84182313,12.56710554,-37.36552254,18.53357582,-3.784880351,-13.07139173
qNet-APD50-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.234643305,0.924170616,0.733333333,-14.03290279,13.58548027,-22.23570729,-2.619851292,11.17201105,10.63013966
qNet-APD90-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.238074089,0.924170616,0.733333333,-15.41579498,13.48955249,-30.40339472,2.246372712,10.98225116,-3.371557981
qNet-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.761905079,0.333334222,0.727272727,0.545454545,0.6,0.241724677,0.924170616,0.733333333,-21.87580143,8.963927858,-40.57000548,39.50143564,-16.88487099,-24.66931522
qNet-APD90-camax-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.242699166,0.91943128,0.733333333,-16.07580639,13.45783752,-29.01090678,-5.562228333,13.01617741,8.415198641
qNet-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.666666667,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.545454545,0.6,0.261133172,0.91943128,0.733333333,-22.78164626,9.777565364,-46.09134084,28.94491827,-10.45498862,-20.83628226
qNet-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.80000028,0.333334222,0.727272727,0.5,0.6,0.232188566,0.924170616,0.733333333,-13.95817273,13.78382105,-25.12718549,6.535207486,5.271103491,0.050212624
qNet-max_dv-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.249808375,0.91943128,0.733333333,-15.95937683,13.42768765,-33.48950938,-0.528876363,16.88936473,-8.125147973
qNet-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.333332556,2.999992,0.4000006,0.857143029,0.333334222,0.727272727,0.5,0.6,0.238231417,0.924170616,0.733333333,-14.81743357,12.69785362,-31.14290365,11.9918994,-1.449446221,-8.957780635
qNet-max_dv-camax-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.263142977,0.91943128,0.733333333,-17.77767155,13.62695869,-31.23857147,-8.665344328,16.09772197,12.31240944
qNet-max_dv-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.5,0.75,5.49997525,1.285713429,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.5,0.6,0.24068562,0.924170616,0.733333333,-15.73105825,12.16066329,-34.39059316,13.67818016,-3.367690408,-11.59449223
qNet-max_dv-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.545454545,0.6,0.251129365,0.924170616,0.733333333,-15.49263171,13.52305922,-20.35592641,-9.912681761,17.49142065,21.24540955
qNet-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.545454545,0.6,0.261699103,0.91943128,0.733333333,-26.33355551,6.323507508,-42.86741809,11.76472296,-29.5171505,31.57971397
qNet-camax-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.263554024,0.914691943,0.733333333,-16.86367956,13.38437972,-37.54667159,19.27640133,-11.7861899,-2.37182631
qNet-camax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.238105555,0.924170616,0.733333333,-15.55767018,13.51395793,-29.46251385,10.70788681,-1.421936568,2.899193851
qNet-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.80000028,0.333334222,0.75,0.571428571,0.6,0.257957481,0.924170616,0.733333333,-36.39960949,-2.73316246,-35.0994578,15.89705288,-40.54727614,75.36076369
dvdtmax-vmax-vrest-max_dv,0.8125,0.4375,0.75,0.927272727,0.682539683,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.533333333,0.6,0.275295279,0.909952607,0.733333333,-19.04548852,9.200608807,-51.21981618,41.03663321,6.78045692,23.1547044
dvdtmax-vmax-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.5,0.6,0.279118341,0.909952607,0.733333333,-31.32756705,-0.268868383,-96.80560209,63.32508467,26.41737869,-4.98126014
dvdtmax-vmax-max_dv-carest,0.8125,0.4375,0.75,0.927272727,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.280723161,0.909952607,0.733333333,-30.6373701,0.097614562,-90.27668519,61.80032097,26.34356854,-3.109749989
dvdtmax-vmax-max_dv-CaTD50,0.8125,0.4375,0.75,0.927272727,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.280817425,0.909952607,0.733333333,-28.82599385,2.107006781,-86.53187784,58.63469169,21.05947223,3.03260219
dvdtmax-vmax-max_dv-CaTD90,0.875,0.4375,0.75,0.945,0.666666667,0.8125,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.280344575,0.914691943,0.733333333,-31.18673337,-0.280176173,-88.68331098,59.59537986,21.92861181,5.455592957
dvdtmax-vmax-carest-CaTD50,0.875,0.4375,0.75,0.927272727,0.666666667,0.822916667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.278485277,0.914691943,0.733333333,-21.71598887,8.700397623,-72.3164083,45.01905101,11.46902557,15.47358091
dvdtmax-vmax-carest-CaTD90,0.875,0.4375,0.75,0.927272727,0.682539683,0.822916667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.272293457,0.91943128,0.733333333,-31.62813056,-1.073122692,-72.51476449,44.69431804,15.83361119,31.84585408
dvdtmax-vrest-APD50-camax,0.8125,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.5,0.833333333,5.49997525,1.428570571,4.499979,0.440000616,0.71428619,0.30000084,0.666666667,0.571428571,0.666666667,0.219407712,0.933649289,0.733333333,-11.79200765,16.45191915,-10.76970578,30.97628365,38.99375858,-10.443257
dvdtmax-vrest-APD50-carest,0.8125,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.571428571,0.666666667,0.222367377,0.933649289,0.733333333,-12.63548398,15.45216628,-5.742995651,32.4226071,40.96800253,-8.75834942
dvdtmax-vrest-APD50-CaTD50,0.8125,0.5,0.8125,0.927272727,0.746031746,0.916666667,0.6,0.428571429,0.75,0.818181818,0.6,0.75,4.3999813,1.49999825,3.999988,0.4000006,0.71428619,0.30000084,0.727272727,0.545454545,0.666666667,0.215659573,0.928909953,0.733333333,-9.798729719,15.65482913,-11.5907216,26.01258079,21.35083472,8.626529377
dvdtmax-vrest-APD50-CaTD90,0.8125,0.5,0.8125,0.945454545,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.6,0.666666667,0.232660648,0.933649289,0.733333333,-13.97692147,15.38233471,-9.597940438,31.94530715,24.5481985,16.02086971
dvdtmax-vrest-APD90-camax,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.49999825,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.545454545,0.666666667,0.209076815,0.938388626,0.733333333,-11.945601,16.66800663,-5.713702146,31.2523471,44.49673561,-10.77173855
dvdtmax-vrest-APD90-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.666665111,4.499979,0.440000616,0.685714666,0.30000084,0.666666667,0.545454545,0.666666667,0.21247865,0.933649289,0.733333333,-9.370055004,16.19866813,-13.4247528,27.49760635,20.24832496,10.21818133
dvdtmax-vrest-max_dv-camax,0.8125,0.5,0.8125,0.927272727,0.793650794,0.9375,0.8,0.428571429,0.75,0.818181818,0.666666667,0.833333333,4.3999813,1.714283571,4.499979,0.244445368,0.714286,0.30000084,0.727272727,0.545454545,0.666666667,0.225986964,0.928909953,0.733333333,-6.994466057,13.74183397,-8.299453209,24.90202486,27.93990119,-8.801316818
dvdtmax-vrest-max_dv-carest,0.8125,0.5,0.8125,0.927272727,0.793650794,0.9375,0.8,0.428571429,0.75,0.818181818,0.666666667,0.833333333,4.3999813,1.714283571,4.499979,0.244445368,0.714286,0.30000084,0.727272727,0.545454545,0.666666667,0.224161077,0.933649289,0.733333333,-7.357386798,12.67075081,-4.036309448,25.35112615,28.434808,-6.9667663
dvdtmax-vrest-max_dv-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.9375,0.8,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.714283571,4.499979,0.244445368,0.685714663,0.30000084,0.727272727,0.545454545,0.666666667,0.217738814,0.928909953,0.733333333,-7.369328587,14.52523789,-19.67993085,26.09125079,10.90830462,11.12255666
dvdtmax-vrest-max_dv-CaTD90,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,4.3999813,1.49999825,4.499979,0.440000616,0.71428619,0.30000084,0.666666667,0.545454545,0.666666667,0.21474628,0.938388626,0.733333333,-11.65207428,14.50533349,-11.82825992,31.61013879,16.85285854,18.73642449
dvdtmax-vrest-camax-CaTD50,0.8125,0.5,0.8125,0.927272727,0.746031746,0.916666667,0.6,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.666665111,4.499979,0.440000616,0.714286071,0.30000084,0.666666667,0.545454545,0.666666667,0.214432184,0.928909953,0.733333333,-6.644832158,11.2115628,-24.19218167,22.17082646,3.994275587,15.20455436
dvdtmax-vrest-camax-CaTD90,0.875,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,8.799914201,1.428570571,4.499979,0.4000006,0.642857679,0.30000084,0.75,0.615384615,0.666666667,0.241944103,0.933649289,0.733333333,-18.45358103,12.69110933,-6.128062204,32.10077674,19.50869023,44.01573644
dvdtmax-vrest-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.6,0.833333333,4.3999813,1.49999825,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.545454545,0.666666667,0.21333072,0.928909953,0.733333333,-6.518196089,11.00947705,-27.63253167,22.72273645,1.897443156,14.61787601
dvdtmax-vrest-carest-CaTD90,0.8125,0.5,0.8125,0.927272727,0.746031746,0.895833333,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.642857679,0.30000084,0.666666667,0.615384615,0.666666667,0.244082595,0.933649289,0.733333333,-15.83987295,14.90471886,-14.16623004,29.69240278,13.63765671,39.2985658
dvdtmax-APD50-camax-carest,0.75,0.5,0.8125,0.927272727,0.714285714,0.916666667,0.8,0.142857143,0.75,0.727272727,0.714285714,0.75,2.933326244,1.49999825,3.999988,0.275000997,0.857143029,0.30000084,0.666666667,0.25,0.666666667,0.285579404,0.90521327,0.733333333,-3.193629412,2.684651074,1.003255299,9.887247589,-7.919652835,7.087759701
dvdtmax-APD90-camax-carest,0.75,0.5,0.8125,0.927272727,0.73015873,0.916666667,0.8,0.285714286,0.75,0.727272727,0.714285714,0.75,2.933326244,1.49999825,3.999988,0.275000997,0.857143,0.30000084,0.666666667,0.363636364,0.666666667,0.283725741,0.90521327,0.733333333,-2.676831463,2.313464958,0.852119526,8.7453687,-7.52397051,6.761847755
dvdtmax-APD90-carest-CaTD50,0.75,0.5,0.8125,0.927272727,0.714285714,0.916666667,0.8,0.285714286,0.75,0.727272727,0.714285714,0.75,2.933326244,1.49999825,3.999988,0.275000997,0.857143,0.30000084,0.666666667,0.363636364,0.666666667,0.288817493,0.900473934,0.733333333,-2.727890036,2.097217716,4.439948441,7.407555115,1.909778754,1.019655473
dvdtmax-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.461538462,0.6,0.258241263,0.91943128,0.733333333,-14.97588646,5.603200981,-15.68410866,-74.50210624,50.51266967,88.70437732
dvdtmax-max_dv-carest-CaTD90,0.8125,0.4375,0.75,0.927272727,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.249683359,0.924170616,0.733333333,-23.54965765,0.571029633,-7.77538417,-44.62835852,46.66694255,83.71833214
vmax-vrest-APD50-carest,0.8125,0.5,0.8125,0.945454545,0.746031746,0.895833333,0.6,0.428571429,0.75,0.818181818,0.569642857,0.75,5.49997525,1.428570571,3.999988,0.440000616,0.750000437,0.30000084,0.666666667,0.545454545,0.666666667,0.220320836,0.933649289,0.733333333,-12.40199944,14.2535438,1.499952783,25.57383685,39.24426839,-5.658875593
