Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6
dvdtmax-vrest-APD90-camax-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.761904762,0.916666667,0.6,0.428571429,0.75,0.818181818,0.571428571,0.833333333,5.49997525,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.571428571,0.666666667,0.211722727,0.938388626,0.766666667,-11.8306697,15.80504439,-4.27718995,32.3747275,35.08564687,7.130192771,-10.90164539,5.302432088
dvdtmax-vrest-max_dv-camax-carest-CaTD50,0.8125,0.5,0.8125,0.927272727,0.746031746,0.916666667,0.6,0.571428571,0.75,0.909090909,0.5,0.833333333,6.599938401,1.428570571,4.499979,0.440000616,0.685714663,0.30000084,0.666666667,0.571428571,0.666666667,0.218400089,0.928909953,0.766666667,-7.923388266,13.06108555,-13.56538897,29.15320634,2.196988498,28.97659744,-19.30360062,18.17195485
qNet-dvdtmax-vmax-vrest-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.249999562,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.571428571,0.6,0.26572164,0.91943128,0.733333333,-17.12593374,16.63104404,-25.13673747,-37.91766002,15.43939227,13.11673129,8.286254548,-3.626271531
qNet-dvdtmax-vmax-APD50-max_dv-camax,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.269809641,0.914691943,0.733333333,-19.20882765,14.75529637,-34.06578898,-41.99176717,20.6781369,-25.14668401,18.92952872,2.994346859
qNet-dvdtmax-vmax-APD50-max_dv-carest,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.545454545,0.6,0.269808091,0.914691943,0.733333333,-18.79988408,15.06727616,-33.41115165,-41.63729112,19.80394259,-22.98086738,17.15380671,2.586902262
qNet-dvdtmax-vmax-APD50-max_dv-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.268803021,0.914691943,0.733333333,-19.6878967,13.99662116,-34.79102213,-39.68443523,19.45941075,-19.26864251,18.20102404,-3.156433233
qNet-dvdtmax-vmax-APD50-max_dv-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.822916667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.269212425,0.914691943,0.733333333,-19.4060802,14.55138564,-34.01145024,-48.94312535,24.0847305,-25.64375525,21.28301761,-2.482199214
qNet-dvdtmax-vmax-APD50-camax-carest,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.268896544,0.914691943,0.733333333,-16.4622068,17.15370712,-32.00578367,-36.9023217,12.44753564,-4.219862723,-15.89883155,16.39393458
qNet-dvdtmax-vmax-APD50-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.269024604,0.914691943,0.733333333,-17.55559527,16.71457507,-36.68982709,-29.39324171,10.50277058,-7.376752503,4.720259238,0.938164352
qNet-dvdtmax-vmax-APD50-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.260125479,0.91943128,0.733333333,-17.56259262,16.25740328,-37.24775028,-27.52863525,0.64495534,-59.20585615,31.24049116,49.17920814
qNet-dvdtmax-vmax-APD50-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.258555699,0.91943128,0.733333333,-31.50610842,1.166409019,-48.81476434,34.14968219,-16.98750638,25.09211906,-48.69302566,52.4726919
qNet-dvdtmax-vmax-APD90-camax-carest,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.268864335,0.91943128,0.733333333,-16.91645289,16.2569463,-23.96211112,-35.17801622,15.79464501,3.750294487,-18.65536976,19.32514724
qNet-dvdtmax-vmax-APD90-camax-CaTD50,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000438,0.333334222,0.75,0.571428571,0.6,0.254400925,0.924170616,0.733333333,-26.54504303,5.275984352,-31.63695043,-13.74364906,14.37523859,54.92839986,-20.77434812,-26.77337616
qNet-dvdtmax-vmax-APD90-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.570779221,0.6,0.273076873,0.91943128,0.733333333,-20.03004569,13.56780466,-26.76610742,-29.29415788,22.03749618,28.88109311,-7.093333993,-20.14225763
qNet-dvdtmax-vmax-APD90-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.714286196,0.333334222,0.75,0.571428571,0.6,0.249372011,0.928909953,0.733333333,-43.15607642,-10.97802275,-38.6081918,19.12724743,-1.396132318,41.4699034,-58.86519629,72.11166944
qNet-dvdtmax-vmax-max_dv-camax-carest,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.269209322,0.914691943,0.733333333,-16.57541544,16.81476817,-27.84339778,-35.58118105,13.64310909,-0.235558391,-17.78597544,18.36170981
qNet-dvdtmax-vmax-max_dv-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.267608538,0.91943128,0.733333333,-20.2009506,13.15544519,-35.36139376,-24.85557076,12.60154242,10.99337139,-3.575676067,-9.132882813
qNet-dvdtmax-vmax-max_dv-camax-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.268927977,0.91943128,0.733333333,-18.78841888,14.96692708,-30.9016049,-29.43771565,15.85680114,4.927846548,1.708338383,-4.878821693
qNet-dvdtmax-vmax-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.571428571,0.6,0.267292637,0.91943128,0.733333333,-18.01319986,15.72777728,-30.8340146,-21.72833748,9.512594511,-3.262070819,7.411239917,4.056459372
qNet-dvdtmax-vmax-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.545454545,0.6,0.263113883,0.91943128,0.733333333,-26.03289102,7.005038786,-44.53178784,-0.935352525,-0.90805856,9.982375049,-28.48078513,30.0602107
qNet-dvdtmax-vmax-camax-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.268236442,0.914691943,0.733333333,-16.56464765,16.80543265,-33.99058993,-34.01692762,10.12147604,-19.83746355,16.92492432,-3.581124966
qNet-dvdtmax-vmax-camax-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.269115023,0.914691943,0.733333333,-16.59778318,16.71226311,-26.72806784,-35.21720722,13.94332785,-18.01606562,19.05880127,0.70692179
qNet-dvdtmax-vmax-camax-CaTD50-CaTD90,0.8125,0.4375,0.75,0.927272727,0.666666667,0.822916667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.249999563,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.571428571,0.6,0.257744447,0.91943128,0.733333333,-43.91674333,-10.06128923,-53.22074792,74.98901438,-32.9634722,30.49316832,-71.0560761,122.3079851
qNet-dvdtmax-vmax-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.714286429,0.333334222,0.75,0.571428571,0.6,0.251697072,0.924170616,0.733333333,-32.11540112,0.057281894,-43.5528632,34.38929942,-19.01990282,15.74857863,-48.26056041,80.32347321
qNet-dvdtmax-vrest-APD50-APD90-camax,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.247417862,0.924170616,0.733333333,-14.02318141,15.65149683,-34.68913286,-14.74556849,7.156482297,-33.97659538,33.72012532,0.74923719
qNet-dvdtmax-vrest-APD50-APD90-carest,0.8125,0.4375,0.75,0.927272727,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.249147858,0.924170616,0.733333333,-13.78931587,15.92023755,-29.92650875,-15.1226017,11.45184578,-16.26921018,21.31688307,-1.089165318
qNet-dvdtmax-vrest-APD50-APD90-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.244020479,0.928909953,0.733333333,-17.17789883,12.55595397,-48.22599324,-6.107857195,-5.384879178,-73.18620444,74.12376786,-8.290924073
qNet-dvdtmax-vrest-APD50-camax-carest,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.252796244,0.924170616,0.733333333,-13.92153113,16.11834881,-23.07642036,-14.19965184,18.39096699,13.57261987,2.666973529,-5.781036034
qNet-dvdtmax-vrest-APD50-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.251852739,0.924170616,0.733333333,-16.35296438,14.25761182,-22.36395142,-9.634573142,16.79738239,33.74058926,-13.18550955,-11.06708022
qNet-dvdtmax-vrest-APD50-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.252387395,0.924170616,0.733333333,-18.00726971,13.04752873,-21.09626417,-2.697760427,20.19062244,40.00422666,-11.83222142,-11.5437481
qNet-dvdtmax-vrest-APD50-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.615384615,0.6,0.254431582,0.924170616,0.733333333,-16.17593528,16.16201999,-25.22189624,-22.69041995,13.08422597,-29.28922164,18.6701674,36.73308702
qNet-dvdtmax-vrest-APD90-camax-carest,0.875,0.4375,0.75,0.927272727,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.251947091,0.924170616,0.733333333,-14.07347363,15.87923761,-26.36010774,-13.63196662,15.47535709,10.01426122,3.597981137,-5.384922814
qNet-dvdtmax-vrest-APD90-camax-CaTD50,0.8125,0.4375,0.75,0.945454545,0.714285714,0.874739583,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.245782134,0.928909953,0.733333333,-17.8953687,12.46944544,-32.06739636,-6.348717119,8.267700581,29.10003107,-11.69001896,-13.99501734
qNet-dvdtmax-vrest-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.713888889,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.247952599,0.928909953,0.733333333,-20.35383159,10.46277212,-33.48979708,1.345122829,9.370231739,36.47354174,-11.31460421,-16.55469048
qNet-dvdtmax-vrest-APD90-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.571428571,0.6,0.254651717,0.924170616,0.733333333,-16.06088444,16.45141141,-17.74763055,-22.77000571,19.97404491,-20.73215771,16.12493019,36.97413283
qNet-dvdtmax-vrest-APD90-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.615384615,0.6,0.253803408,0.924170616,0.733333333,-27.34299983,4.701872431,-30.0939684,7.795197787,10.65645915,25.82904612,-31.60825407,43.23712487
qNet-dvdtmax-vrest-max_dv-camax-carest,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.249999563,2.999992,0.440000616,0.857143071,0.333334222,0.666666667,0.571428571,0.6,0.265158121,0.91943128,0.733333333,-14.36286764,17.06415006,-35.04614511,-20.52289674,11.56004647,-0.750840039,1.860589891,-2.95165327
qNet-dvdtmax-vrest-max_dv-camax-CaTD50,0.875,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.258052599,0.91943128,0.733333333,-14.36134215,17.1120414,-35.93781708,-21.45154846,10.37771129,0.088701854,-2.752663537,-1.590115541
qNet-dvdtmax-vrest-max_dv-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.258807246,0.91943128,0.733333333,-14.54683112,17.02852047,-36.04303926,-20.60611405,10.92115401,0.140924448,-2.174931988,-1.311677199
qNet-dvdtmax-vrest-camax-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.258933019,0.91943128,0.733333333,-14.53390624,17.06556521,-36.13288472,-20.80868714,10.85323998,-0.298939728,-1.919588688,-1.307166517
qNet-dvdtmax-vrest-carest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.945454545,0.714285714,0.84375,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.259969054,0.924170616,0.733333333,-24.57613836,8.142134528,-24.49668191,-4.118744562,15.16674248,11.12522451,-23.07479344,56.16429613
qNet-dvdtmax-APD50-APD90-camax-carest,0.8125,0.4375,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.24713556,0.928909953,0.733333333,-14.8377343,14.62500992,-43.64256822,-12.00762839,-65.95105801,56.68486115,7.230969059,-2.381734357
qNet-dvdtmax-APD50-APD90-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.571428571,0.6,0.245593391,0.928909953,0.733333333,-21.14289871,9.387669039,-44.02484175,2.447435259,-37.60045369,65.12233813,-8.936588604,-18.17358152
qNet-dvdtmax-APD50-APD90-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.864583333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.615384615,0.6,0.253299434,0.928909953,0.733333333,-16.320961,15.65786237,-39.39930473,-22.11689141,-82.99008613,38.79329304,22.85091452,35.02081766
qNet-dvdtmax-APD50-APD90-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.428570357,2.999992,0.4000006,0.71428619,0.333334222,0.75,0.571428571,0.6,0.248865571,0.928909953,0.733333333,-27.94546572,3.710410283,-42.11153949,10.40840237,-39.91727047,61.24744645,-33.05312231,37.24331539
qNet-dvdtmax-APD50-max_dv-camax-carest,0.875,0.4375,0.75,0.945454545,0.698015873,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.264024035,0.914691943,0.733333333,-14.57074481,16.70712285,-38.11592304,-17.85136914,-1.712841483,-5.877540273,-6.01794292,8.967566126
qNet-dvdtmax-APD50-max_dv-camax-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.5,0.6,0.264215784,0.914691943,0.733333333,-19.01370847,12.96511601,-42.82635319,-9.152519006,13.94755093,2.421325461,-8.657583036,-15.57189466
qNet-dvdtmax-APD50-max_dv-carest-CaTD50,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.265503923,0.914691943,0.733333333,-16.5096115,15.37489569,-42.278931,-12.58304383,-0.859653302,-0.073775412,0.294216574,-5.639337625
qNet-dvdtmax-APD50-max_dv-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.259307192,0.91943128,0.733333333,-17.0678841,16.20850648,-37.50074517,-27.57175174,-64.79080283,3.120646926,31.60246238,50.21777545
qNet-dvdtmax-APD50-max_dv-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.545454545,0.6,0.263616901,0.91943128,0.733333333,-27.0669171,6.14326767,-41.86997473,1.424781431,5.957906003,8.896407897,-29.83796856,31.03040967
qNet-dvdtmax-APD50-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.5,0.6,0.263553243,0.91943128,0.733333333,-16.06471156,15.3011029,-39.43703864,-17.33937723,9.81905011,-22.60125513,13.51111035,-11.88230777
qNet-dvdtmax-APD50-camax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.440000616,0.857143143,0.333334222,0.666666667,0.571428571,0.6,0.267894552,0.91943128,0.733333333,-21.75840411,13.50451963,-39.94105118,-20.32161907,-74.46112945,23.16873744,22.73960611,66.8385978
qNet-dvdtmax-APD50-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000438,0.333334222,0.75,0.571428571,0.6,0.260189148,0.91943128,0.733333333,-25.45058804,8.497772164,-36.82956211,-13.98886068,-33.74410378,24.76639828,-18.18339301,61.13833936
qNet-dvdtmax-APD90-camax-carest-CaTD50,0.8125,0.4375,0.75,0.927272727,0.682539683,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.240091853,0.924170616,0.733333333,-24.30448918,6.570880067,-40.82520891,8.83337428,50.29435393,-10.24070798,-7.92266143,-28.83432501
qNet-dvdtmax-APD90-camax-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.698412698,0.854166667,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.727272727,0.5,0.6,0.247700959,0.91943128,0.733333333,-14.54454676,16.15343663,-31.52720017,-15.76850238,-15.59437887,-5.847612038,15.91011271,11.49478019
qNet-dvdtmax-APD90-carest-CaTD50-CaTD90,0.8125,0.4375,0.75,0.927272727,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.571428571,0.6,0.252046993,0.924170616,0.733333333,-41.75078869,-9.505543361,-38.76765032,18.41816147,46.01145221,-3.034557436,-56.30094964,63.00159467
qNet-dvdtmax-max_dv-camax-carest-CaTD50,0.8125,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.727272727,0.545151515,0.6,0.264623691,0.914691943,0.733333333,-15.33525884,16.16754055,-41.89879966,-20.32879451,0.634491518,-16.84964361,11.26082895,-8.080447343
qNet-dvdtmax-max_dv-camax-carest-CaTD90,0.875,0.4375,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,8.799914201,1.142856857,2.999992,0.4000006,0.857143143,0.333334222,0.75,0.545454545,0.6,0.264589914,0.914691943,0.733333333,-15.36267536,17.23121391,-33.17878545,-17.99480628,-13.82855128,-11.76233853,20.99464491,11.49515874
qNet-dvdtmax-max_dv-camax-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.258147717,0.924170616,0.733333333,-39.66294196,-5.945903091,-38.57443144,10.11224088,8.883121001,15.07655585,-46.04678598,75.471292
qNet-dvdtmax-max_dv-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.333332556,2.999992,0.4000006,0.750000437,0.333334222,0.75,0.571428571,0.6,0.256446549,0.924170616,0.733333333,-37.41649478,-4.340056343,-35.66137914,0.735543104,3.911388635,13.63072707,-43.52877816,75.96556751
qNet-dvdtmax-camax-carest-CaTD50-CaTD90,0.875,0.4375,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.5,0.75,8.799914201,1.285713429,2.999992,0.4000006,0.857143071,0.333334222,0.75,0.571428571,0.6,0.25792525,0.924170616,0.733333333,-36.64373335,-3.072224564,-35.80247392,-2.290896927,-1.640127711,16.48342908,-40.91867974,75.13879248
qNet-vmax-vrest-APD50-APD90-camax,0.8125,0.4375,0.75,0.927272727,0.714285714,0.875,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.224412931,0.933649289,0.733333333,-17.43871645,10.38387707,-60.21251743,5.40203625,-25.65776462,-171.4163126,145.0588848,17.8338762
qNet-vmax-vrest-APD50-APD90-carest,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.4000006,0.750000437,0.333334222,0.727272727,0.545454545,0.6,0.22142284,0.933649289,0.733333333,-12.88703288,14.16082056,-10.86857826,-0.047060875,16.52652031,18.67164907,7.408768851,-1.742944616
qNet-vmax-vrest-APD50-APD90-CaTD50,0.8125,0.4375,0.75,0.909090909,0.682539683,0.864583333,0.6,0.428571429,0.75,0.909090909,0.5,0.75,6.599938401,1.333332556,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.24211025,0.924170616,0.733333333,-25.26746311,4.703995953,-67.36816408,10.26672616,-29.86636111,-162.8616048,169.5605739,-20.8069739
qNet-vmax-vrest-APD50-APD90-CaTD90,0.8125,0.4375,0.75,0.927272727,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000437,0.333334222,0.666666667,0.545454545,0.6,0.220950558,0.928909953,0.733333333,-12.91058595,14.14224067,-11.11441099,-0.65234588,16.20914713,16.32348244,6.195304608,2.919993966
qNet-vmax-vrest-APD50-carest-CaTD90,0.8125,0.4375,0.75,0.945454545,0.73015873,0.895833333,0.6,0.428571429,0.75,0.818181818,0.571428571,0.75,5.49997525,1.428570357,2.999992,0.440000616,0.750000438,0.333334222,0.666666667,0.545454545,0.6,0.221832144,0.928909953,0.733333333,-12.85471888,14.22197375,-9.057611031,-0.721809532,18.06442856,24.64249764,-0.609105042,3.081742593
